population,foreign_born,median_income,year,state_fips,county_fips,black_afam,unemp_rate,snap_benefits,health_insurance_rate,vacant_housing_rate,rental_vacancy_rate,renter_occupied_rate,median_home_price,median_rent,disaster_number,state,declaration_date,incident_type,disaster_name,incident_begin_date,incident_end_date,total_approved_ihp,total_approved_ha,total_approved_ona,total_obligated_pa,total_obligated_c2g,total_obligated_hmgp,aid_requested,aid_obligated,total_approved,total_obligated,aid_per_capita
78092,0.0,0.0,2017,72,137,12.5,9.6,24.7,92.8,20.9,10.9,23.2,116500,618,3391.0,PR,2017-09-18T18:50:00.000Z,Hurricane,HURRICANE MARIA,2017-09-17T17:00:00.000Z,2017-11-15T23:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78092,0.0,0.0,2017,72,137,12.5,9.6,24.7,92.8,20.9,10.9,23.2,116500,618,4336.0,PR,2017-09-10T08:05:00.000Z,Hurricane,HURRICANE IRMA,2017-09-05T09:00:00.000Z,2017-09-07T23:59:00.000Z,12950283.16,11123995.93,1826287.23,10170639.34,0.0,1555081.2,0.0,0.0,25900566.32,0.0,0.0
78092,0.0,0.0,2017,72,137,12.5,9.6,24.7,92.8,20.9,10.9,23.2,116500,618,4339.0,PR,2017-09-20T21:00:00.000Z,Hurricane,HURRICANE MARIA,2017-09-17T17:00:00.000Z,2017-11-15T23:59:00.000Z,1336693929.1,768070472.41,568623456.69,27040946149.57,20537183087.03,145617083.23,0.0,0.0,2673387858.2,47723746319.83,0.0
212628,5.117388114453412,29082.0,2017,01,003,9.4,3.0,7.2,90.8,30.7,49.2,26.0,199800,930,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,5304428.57,5304428.57,0.0,0.0,24.946989907255865
190790,3.9593270087530796,25211.0,2012,01,003,9.4,3.0,7.2,90.8,30.7,49.2,26.0,199800,930,4082.0,AL,2012-09-21T17:30:00.000Z,Hurricane,HURRICANE ISAAC,2012-08-26T00:00:00.000Z,2012-09-05T00:00:00.000Z,0.0,0.0,0.0,6640827.34,4980535.45,960197.0,5304428.57,5304428.57,0.0,12581559.79,27.802445463598723
114728,2.9399972107942265,26121.0,2017,01,015,21.1,3.7,16.3,89.2,17.3,3.7,30.1,117700,632,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,14254274.56,14254274.56,0.0,0.0,124.24407781884109
114728,2.9399972107942265,26121.0,2017,01,015,21.1,3.7,16.3,89.2,17.3,3.7,30.1,117700,632,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,10334611.98,10334611.98,0.0,0.0,90.07924813471864
114728,2.9399972107942265,26121.0,2017,01,015,21.1,3.7,16.3,89.2,17.3,3.7,30.1,117700,632,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,104962.65,93055.98999999999,0.0,0.0,0.9148825918694651
114728,2.9399972107942265,26121.0,2017,01,015,21.1,3.7,16.3,89.2,17.3,3.7,30.1,117700,632,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,93513298.7,93513298.7,0.0,0.0,815.0869770239175
82755,2.428856262461483,22692.0,2017,01,043,1.3,4.1,12.6,88.9,18.7,1.8,29.6,123700,657,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,598990.5700000001,598990.5700000001,0.0,0.0,7.2381193885565835
82755,2.428856262461483,22692.0,2017,01,043,1.3,4.1,12.6,88.9,18.7,1.8,29.6,123700,657,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,65000.0,65000.0,0.0,0.0,0.7854510301492357
71617,8.260608514738122,21581.0,2017,01,049,1.5,2.2,16.9,87.4,18.0,3.8,30.5,114500,579,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71617,8.260608514738122,21581.0,2017,01,049,1.5,2.2,16.9,87.4,18.0,3.8,30.5,114500,579,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,68393.12,68393.12,0.0,0.0,0.9549844310708351
81677,2.1805404214160657,28967.0,2017,01,051,22.2,3.6,11.2,94.4,14.8,4.5,27.3,158500,919,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,1811680.0,1811680.0,0.0,0.0,22.181030155368095
81677,2.1805404214160657,28967.0,2017,01,051,22.2,3.6,11.2,94.4,14.8,4.5,27.3,158500,919,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81677,2.1805404214160657,28967.0,2017,01,051,22.2,3.6,11.2,94.4,14.8,4.5,27.3,158500,919,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81677,2.1805404214160657,28967.0,2017,01,051,22.2,3.6,11.2,94.4,14.8,4.5,27.3,158500,919,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,646779.6600000001,646779.6600000001,0.0,0.0,7.91874897461954
81677,2.1805404214160657,28967.0,2017,01,051,22.2,3.6,11.2,94.4,14.8,4.5,27.3,158500,919,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,27575.23,27575.23,0.0,0.0,0.33761315915129103
81677,2.1805404214160657,28967.0,2017,01,051,22.2,3.6,11.2,94.4,14.8,4.5,27.3,158500,919,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,550114.0,550114.0,0.0,0.0,6.735237582183479
102755,2.3453846528149485,19861.0,2017,01,055,15.6,3.0,15.3,88.5,22.3,9.5,28.5,115200,618,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104346,1.8668660034883944,25153.0,2017,01,069,26.8,3.2,12.3,91.0,17.5,11.1,33.3,138800,717,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104346,1.8668660034883944,25153.0,2017,01,069,26.8,3.2,12.3,91.0,17.5,11.1,33.3,138800,717,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,5821567.74,5821567.74,0.0,0.0,55.79100051750906
659197,4.13533435376678,27868.0,2017,01,073,43.0,4.0,13.7,90.8,16.0,8.5,38.8,160200,864,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659197,4.13533435376678,27868.0,2017,01,073,43.0,4.0,13.7,90.8,16.0,8.5,38.8,160200,864,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,30274.71,30274.71,0.0,0.0,0.045926650151623866
659197,4.13533435376678,27868.0,2017,01,073,43.0,4.0,13.7,90.8,16.0,8.5,38.8,160200,864,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659197,4.13533435376678,27868.0,2017,01,073,43.0,4.0,13.7,90.8,16.0,8.5,38.8,160200,864,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659197,4.13533435376678,27868.0,2017,01,073,43.0,4.0,13.7,90.8,16.0,8.5,38.8,160200,864,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,15134.03,15134.03,0.0,0.0,0.022958281060138322
659197,4.13533435376678,27868.0,2017,01,073,43.0,4.0,13.7,90.8,16.0,8.5,38.8,160200,864,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,297808.15,297808.15,0.0,0.0,0.451774128219637
659197,4.13533435376678,27868.0,2017,01,073,43.0,4.0,13.7,90.8,16.0,8.5,38.8,160200,864,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,18100539.15,18100539.15,0.0,0.0,27.458467119844293
660009,4.1853974718526565,24531.0,2012,01,073,43.0,4.0,13.7,90.8,16.0,8.5,38.8,160200,864,4052.0,AL,2012-02-01T14:00:00.000Z,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2012-01-22T00:00:00.000Z,2012-01-23T00:00:00.000Z,942962.56,772152.24,170810.32,0.0,0.0,146221.0,0.0,0.0,1885925.12,0.0,0.0
660009,4.1853974718526565,24531.0,2012,01,073,43.0,4.0,13.7,90.8,16.0,8.5,38.8,160200,864,4052.0,AL,2012-02-01T14:00:00.000Z,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2012-01-22T00:00:00.000Z,2012-01-23T00:00:00.000Z,942962.56,772152.24,170810.32,0.0,0.0,146221.0,30274.71,30274.71,1885925.12,0.0,0.04587014722526511
660009,4.1853974718526565,24531.0,2012,01,073,43.0,4.0,13.7,90.8,16.0,8.5,38.8,160200,864,4052.0,AL,2012-02-01T14:00:00.000Z,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2012-01-22T00:00:00.000Z,2012-01-23T00:00:00.000Z,942962.56,772152.24,170810.32,0.0,0.0,146221.0,0.0,0.0,1885925.12,0.0,0.0
660009,4.1853974718526565,24531.0,2012,01,073,43.0,4.0,13.7,90.8,16.0,8.5,38.8,160200,864,4052.0,AL,2012-02-01T14:00:00.000Z,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2012-01-22T00:00:00.000Z,2012-01-23T00:00:00.000Z,942962.56,772152.24,170810.32,0.0,0.0,146221.0,0.0,0.0,1885925.12,0.0,0.0
660009,4.1853974718526565,24531.0,2012,01,073,43.0,4.0,13.7,90.8,16.0,8.5,38.8,160200,864,4052.0,AL,2012-02-01T14:00:00.000Z,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2012-01-22T00:00:00.000Z,2012-01-23T00:00:00.000Z,942962.56,772152.24,170810.32,0.0,0.0,146221.0,15134.03,15134.03,1885925.12,0.0,0.022930035802542086
660009,4.1853974718526565,24531.0,2012,01,073,43.0,4.0,13.7,90.8,16.0,8.5,38.8,160200,864,4052.0,AL,2012-02-01T14:00:00.000Z,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2012-01-22T00:00:00.000Z,2012-01-23T00:00:00.000Z,942962.56,772152.24,170810.32,0.0,0.0,146221.0,297808.15,297808.15,1885925.12,0.0,0.4512183167199236
660009,4.1853974718526565,24531.0,2012,01,073,43.0,4.0,13.7,90.8,16.0,8.5,38.8,160200,864,4052.0,AL,2012-02-01T14:00:00.000Z,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2012-01-22T00:00:00.000Z,2012-01-23T00:00:00.000Z,942962.56,772152.24,170810.32,0.0,0.0,146221.0,18100539.15,18100539.15,1885925.12,0.0,27.424685345199837
161604,5.745526100839088,24827.0,2017,01,081,22.0,2.7,8.6,92.7,15.0,9.3,36.5,160700,804,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161604,5.745526100839088,24827.0,2017,01,081,22.0,2.7,8.6,92.7,15.0,9.3,36.5,160700,804,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94402,2.324103302896125,26674.0,2017,01,083,13.7,2.6,12.0,91.6,9.5,4.5,20.9,158500,599,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361046,5.813109686854307,31755.0,2017,01,089,24.3,3.1,11.3,91.1,8.6,6.8,34.7,182400,804,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,167866.21000000002,167866.21000000002,0.0,0.0,0.4649441068451112
361046,5.813109686854307,31755.0,2017,01,089,24.3,3.1,11.3,91.1,8.6,6.8,34.7,182400,804,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,270511.06,270511.06,0.0,0.0,0.7492426449815259
361046,5.813109686854307,31755.0,2017,01,089,24.3,3.1,11.3,91.1,8.6,6.8,34.7,182400,804,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,162774.74,162774.74,0.0,0.0,0.4508421087617644
361046,5.813109686854307,31755.0,2017,01,089,24.3,3.1,11.3,91.1,8.6,6.8,34.7,182400,804,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361046,5.813109686854307,31755.0,2017,01,089,24.3,3.1,11.3,91.1,8.6,6.8,34.7,182400,804,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361046,5.813109686854307,31755.0,2017,01,089,24.3,3.1,11.3,91.1,8.6,6.8,34.7,182400,804,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,5226.25,5226.25,0.0,0.0,0.01447530231604837
361046,5.813109686854307,31755.0,2017,01,089,24.3,3.1,11.3,91.1,8.6,6.8,34.7,182400,804,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,7245.41,7245.41,0.0,0.0,0.02006783069193399
361046,5.813109686854307,31755.0,2017,01,089,24.3,3.1,11.3,91.1,8.6,6.8,34.7,182400,804,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,2101079.82,2101079.82,0.0,0.0,5.819424173097056
361046,5.813109686854307,31755.0,2017,01,089,24.3,3.1,11.3,91.1,8.6,6.8,34.7,182400,804,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,1779198.4700000002,1779198.4700000002,0.0,0.0,4.927899685912599
95548,7.3429061832796085,21600.0,2017,01,095,2.2,2.7,15.2,85.4,16.3,3.8,30.6,121600,602,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,2229236.05,2229236.05,0.0,0.0,23.3310592581739
95548,7.3429061832796085,21600.0,2017,01,095,2.2,2.7,15.2,85.4,16.3,3.8,30.6,121600,602,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95548,7.3429061832796085,21600.0,2017,01,095,2.2,2.7,15.2,85.4,16.3,3.8,30.6,121600,602,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,25603824.93,25603824.93,0.0,0.0,267.96819326411855
413955,3.1372975323404715,25192.0,2017,01,097,35.6,2.7,16.4,89.2,15.9,9.4,35.7,131200,810,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413936,3.2594410730161187,21664.0,2012,01,097,35.6,2.7,16.4,89.2,15.9,9.4,35.7,131200,810,4082.0,AL,2012-09-21T17:30:00.000Z,Hurricane,HURRICANE ISAAC,2012-08-26T00:00:00.000Z,2012-09-05T00:00:00.000Z,0.0,0.0,0.0,6640827.34,4980535.45,960197.0,0.0,0.0,0.0,12581559.79,0.0
226646,5.050607555394756,23419.0,2017,01,101,58.0,3.2,20.1,90.4,15.6,10.6,42.1,128200,830,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,63941.84000000001,63941.84000000001,0.0,0.0,0.2821220758363263
226646,5.050607555394756,23419.0,2017,01,101,58.0,3.2,20.1,90.4,15.6,10.6,42.1,128200,830,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,23430.01999999999,23430.01999999999,0.0,0.0,0.10337716085878414
226646,5.050607555394756,23419.0,2017,01,101,58.0,3.2,20.1,90.4,15.6,10.6,42.1,128200,830,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118818,4.305744920803245,23315.0,2017,01,103,12.7,2.7,15.5,91.7,12.9,8.0,28.0,143000,617,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213605,5.065424498490204,35453.0,2017,01,117,12.5,2.7,5.1,94.4,9.8,9.8,21.4,207300,977,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,1879389.47,1879389.47,0.0,0.0,8.798433884974603
80065,1.817273465309436,21760.0,2017,01,121,33.3,1.6,18.9,92.3,15.9,4.4,31.8,103200,538,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,86351.08,86351.08,0.0,0.0,1.0785122088303254
80065,1.817273465309436,21760.0,2017,01,121,33.3,1.6,18.9,92.3,15.9,4.4,31.8,103200,538,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80065,1.817273465309436,21760.0,2017,01,121,33.3,1.6,18.9,92.3,15.9,4.4,31.8,103200,538,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,83746.4,83746.4,0.0,0.0,1.0459801411353276
80065,1.817273465309436,21760.0,2017,01,121,33.3,1.6,18.9,92.3,15.9,4.4,31.8,103200,538,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,-1886229.98,-1886229.98,0.0,0.0,-23.558733279210642
80065,1.817273465309436,21760.0,2017,01,121,33.3,1.6,18.9,92.3,15.9,4.4,31.8,103200,538,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,68393.12,68393.12,0.0,0.0,0.8542199462936364
80065,1.817273465309436,21760.0,2017,01,121,33.3,1.6,18.9,92.3,15.9,4.4,31.8,103200,538,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,7245.41,7245.41,0.0,0.0,0.09049409854493225
80065,1.817273465309436,21760.0,2017,01,121,33.3,1.6,18.9,92.3,15.9,4.4,31.8,103200,538,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,4232253.2700000005,4632253.2700000005,0.0,0.0,52.86021694872916
80065,1.817273465309436,21760.0,2017,01,121,33.3,1.6,18.9,92.3,15.9,4.4,31.8,103200,538,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,1776505.1400000001,1776505.1400000001,0.0,0.0,22.188286267407733
207811,3.0802026841697505,24605.0,2017,01,125,32.2,3.6,11.2,93.5,21.3,6.2,37.1,167400,836,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64058,1.6297730182022543,23665.0,2017,01,127,6.0,4.5,15.0,89.9,19.0,1.4,23.1,104100,556,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64058,1.6297730182022543,23665.0,2017,01,127,6.0,4.5,15.0,89.9,19.0,1.4,23.1,104100,556,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,100950.0,100950.0,0.0,0.0,1.5759155765087889
64058,1.6297730182022543,23665.0,2017,01,127,6.0,4.5,15.0,89.9,19.0,1.4,23.1,104100,556,3389.0,AL,2017-09-11T17:00:00.000Z,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,2017-09-14T23:59:00.000Z,0.0,0.0,0.0,585571.92,0.0,0.0,294014.26,294014.26,0.0,0.0,4.58981329420213
933835,20.45404166688976,35673.0,2012,09,001,10.9,4.4,8.3,90.8,9.8,7.5,33.2,425900,1438,3342.0,CT,2011-10-31T16:30:00.000Z,Severe Storm(s),SEVERE STORM,2011-10-29T00:00:00.000Z,2011-10-30T00:00:00.000Z,0.0,0.0,0.0,28257.8,0.0,0.0,20580.72,20580.72,0.0,0.0,0.022038925506111896
933835,20.45404166688976,35673.0,2012,09,001,10.9,4.4,8.3,90.8,9.8,7.5,33.2,425900,1438,3342.0,CT,2011-10-31T16:30:00.000Z,Severe Storm(s),SEVERE STORM,2011-10-29T00:00:00.000Z,2011-10-30T00:00:00.000Z,0.0,0.0,0.0,28257.8,0.0,0.0,14933.069999999996,14933.069999999996,0.0,0.0,0.015991122628729912
933835,20.45404166688976,35673.0,2012,09,001,10.9,4.4,8.3,90.8,9.8,7.5,33.2,425900,1438,3342.0,CT,2011-10-31T16:30:00.000Z,Severe Storm(s),SEVERE STORM,2011-10-29T00:00:00.000Z,2011-10-30T00:00:00.000Z,0.0,0.0,0.0,28257.8,0.0,0.0,37595.87,37595.87,0.0,0.0,0.04025964972398764
