SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2017242N16333,2017,66,,CS,IRMA,2017-09-06 11:15:00,TS,18.1,-63.1,155,914,hurdat_atl,main,264,243,V_____________,hurdat_atl,AL112017,18.1000,-63.1000,L,HU,155,914,5,150,110,90,150,80,60,50,70,45,40,30,45,1009,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,390,213,108,381,13,285
2017242N16333,2017,66,,CS,IRMA,2017-09-06 12:00:00,TS,18.1,-63.3,155,915,hurdat_atl,main,243,168,O_____________,hurdat_atl,AL112017,18.1000,-63.3000, ,HU,155,915,5,160,110,90,150,90,60,50,70,45,45,30,45,1009,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,195, , , , ,12,390,210,90,380,15,285
2017242N16333,2017,66,,CS,IRMA,2017-09-06 15:00:00,TS,18.3454,-64.0629, , , ,main,158,127,P_____________, ,AL112017,18.3454,-64.0629, ,HU,155,915,5,160,110,90,150,90,60,50,70,45,45,30,45,1009,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,291
2017242N16333,2017,66,,CS,IRMA,2017-09-06 16:30:00,TS,18.5,-64.4,155,915,hurdat_atl,main,127,97,O_____________,hurdat_atl,AL112017,18.5000,-64.4000,L,HU,155,915,5,160,110,90,150,90,60,50,70,45,45,30,45,1009,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,293
2017242N16333,2017,66,,CS,IRMA,2017-09-06 18:00:00,TS,18.6,-64.7,150,916,hurdat_atl,main,97,54,O_____________,hurdat_atl,AL112017,18.6000,-64.7000, ,HU,150,916,5,160,120,90,150,100,70,50,70,50,45,30,45,1009,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,195, , , , , , , , , ,14,292
2017242N16333,2017,66,,CS,IRMA,2017-09-06 21:00:00,TS,18.8814,-65.4186, , , ,main,59,56,P_____________, ,AL112017,18.8814,-65.4186, ,HU,150,916,5,160,120,90,150,100,70,50,70,50,47,30,45,1009,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,293
2017242N16333,2017,66,,,IRMA,2017-09-07 00:00:00,TS,19.2,-66.2,150,916,hurdat_atl,main,89,89,O_____________,hurdat_atl,AL112017,19.2000,-66.2000, ,HU,150,916,5,160,120,90,150,100,70,50,70,50,50,30,45,1009,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,195, , , , ,12,390,90,60,270,15,292
2017242N16333,2017,66,,,IRMA,2017-09-07 03:00:00,TS,19.4571,-66.9078, , , ,main,123,123,P_____________, ,AL112017,19.4571,-66.9078, ,HU,147,918,5,160,120,90,150,100,70,50,70,50,50,30,45,1009,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,420,135,90,315,14,291
2017242N16333,2017,66,,,IRMA,2017-09-07 06:00:00,TS,19.7,-67.6,145,920,hurdat_atl,main,143,122,O_____________,hurdat_atl,AL112017,19.7000,-67.6000, ,HU,145,920,5,160,120,90,150,100,70,50,70,50,50,30,45,1009,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,190, , , , ,12,450,180,120,360,14,291
2017242N16333,2017,66,,,IRMA,2017-09-07 09:00:00,TS,19.9497,-68.3002, , , ,main,122,103,P_____________, ,AL112017,19.9497,-68.3002, ,HU,145,920,5,160,120,90,150,100,70,50,70,50,50,30,47,1009,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,495,195,120,375,14,291
2017242N16333,2017,66,,,IRMA,2017-09-07 12:00:00,TS,20.2,-69.0,145,921,hurdat_atl,main,105,94,O_____________,hurdat_atl,AL112017,20.2000,-69.0000, ,HU,145,921,5,160,120,90,150,100,70,50,70,50,50,30,50,1009,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,185, , , , ,12,540,210,120,390,14,291
2017242N16333,2017,66,,,IRMA,2017-09-07 15:00:00,TS,20.4572,-69.7001, , , ,main,105,98,P_____________, ,AL112017,20.4572,-69.7001, ,HU,145,921,5,160,120,90,150,100,70,50,70,55,50,30,50,1009,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,540,210,97,405,14,291
2017242N16333,2017,66,,,IRMA,2017-09-07 18:00:00,TS,20.7,-70.4,145,922,hurdat_atl,main,102,100,O_____________,hurdat_atl,AL112017,20.7000,-70.4000, ,HU,145,922,5,160,120,90,150,100,70,50,70,60,50,30,50,1009,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,185, , , , ,12,540,210,75,420,14,289
2017242N16333,2017,66,,,IRMA,2017-09-07 21:00:00,TS,20.9004,-71.0971, , , ,main,123,123,P_____________, ,AL112017,20.9004,-71.0971, ,HU,142,920,5,160,120,90,150,100,70,50,75,60,50,30,52,1008,190,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,540,210,67,420,14,287
2017242N16333,2017,66,,,IRMA,2017-09-08 00:00:00,TS,21.1,-71.8,140,919,hurdat_atl,main,124,56,O_____________,hurdat_atl,AL112017,21.1000,-71.8000, ,HU,140,919,5,160,120,90,150,100,70,50,80,60,50,30,55,1008,180,15,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,185, , , , ,12,540,210,60,420,14,290
2017242N16333,2017,66,,,IRMA,2017-09-08 03:00:00,TS,21.3937,-72.5466, , , ,main,56,33,P_____________, ,AL112017,21.3937,-72.5466, ,HU,137,921,5,160,120,90,150,100,75,50,80,60,50,30,55,1008,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,540,225,75,450,14,290
2017242N16333,2017,66,,,IRMA,2017-09-08 05:00:00,TS,21.5,-73.0,135,924,hurdat_atl,main,33,33,V_____________,hurdat_atl,AL112017,21.5000,-73.0000,L,HU,135,924,4,160,120,90,150,100,80,50,80,60,50,30,55,1008,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,540,235,85,470,12,280
2017242N16333,2017,66,,,IRMA,2017-09-08 06:00:00,TS,21.5,-73.2,135,925,hurdat_atl,main,33,33,O_____________,hurdat_atl,AL112017,21.5000,-73.2000, ,HU,135,925,4,160,120,90,150,100,80,50,80,60,50,30,55,1008,180,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,170, , , , ,12,540,240,90,480,13,278
2017242N16333,2017,66,,,IRMA,2017-09-08 09:00:00,TS,21.6157,-73.9212, , , ,main,59,59,P_____________, ,AL112017,21.6157,-73.9212, ,HU,135,926,4,160,120,95,150,100,85,50,80,60,50,30,55,1008,180,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,540,240,105,480,14,282
2017242N16333,2017,66,,,IRMA,2017-09-08 12:00:00,TS,21.8,-74.7,135,927,hurdat_atl,main,129,105,O_____________,hurdat_atl,AL112017,21.8000,-74.7000, ,HU,135,927,4,160,120,100,150,100,90,50,80,60,50,30,55,1008,180,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,160, , , , ,12,540,240,120,480,14,283
2017242N16333,2017,66,,,IRMA,2017-09-08 15:00:00,TS,21.9146,-75.3726, , , ,main,102,91,P_____________, ,AL112017,21.9146,-75.3726, ,HU,137,926,5,160,120,100,150,100,90,50,80,60,55,30,57,1008,180,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,540,255,120,480,12,279
2017242N16333,2017,66,,,IRMA,2017-09-08 18:00:00,TS,22.0,-76.0,140,925,hurdat_atl,main,91,61,O_____________,hurdat_atl,AL112017,22.0000,-76.0000, ,HU,140,925,5,160,120,100,150,100,90,50,80,60,60,30,60,1008,180,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,165, , , , ,12,540,270,120,480,11,276
2017242N16333,2017,66,,,IRMA,2017-09-08 21:00:00,TS,22.0257,-76.5868, , , ,main,61,39,P_____________, ,AL112017,22.0257,-76.5868, ,HU,142,924,5,160,125,105,155,100,90,50,80,60,60,30,60,1007,210,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,525,225,90,480,11,275
2017242N16333,2017,66,,,IRMA,2017-09-09 00:00:00,TS,22.1,-77.2,145,924,hurdat_atl,main,44,35,O_____________,hurdat_atl,AL112017,22.1000,-77.2000, ,HU,145,924,5,160,130,110,160,100,90,50,80,60,60,30,60,1007,240,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,170, , , , ,12,510,180,60,480,12,283
2017242N16333,2017,66,,,IRMA,2017-09-09 03:00:00,TS,22.3,-77.9,145,924,hurdat_atl,main,35,15,V_____________,hurdat_atl,AL112017,22.3000,-77.9000,L,HU,145,924,5,160,140,110,160,100,90,50,80,60,60,30,60,1007,240,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,465,105,45,255,11,286
2017242N16333,2017,66,,,IRMA,2017-09-09 06:00:00,TS,22.4,-78.3,130,930,hurdat_atl,main,15,11,O_____________,hurdat_atl,AL112017,22.4000,-78.3000, ,HU,130,930,4,160,160,120,170,100,90,60,80,60,60,30,60,1008,240,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,170, , , , ,12,420,30,30,30,9,286
2017242N16333,2017,66,,,IRMA,2017-09-09 09:00:00,TS,22.533,-78.7864, , , ,main,22,22,P_____________, ,AL112017,22.5330,-78.7864, ,HU,120,935,4,160,160,120,170,100,90,60,85,60,60,30,60,1008,240,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,450,30,30,60,10,288
2017242N16333,2017,66,,,IRMA,2017-09-09 12:00:00,TS,22.7,-79.3,110,941,hurdat_atl,main,23,11,O_____________,hurdat_atl,AL112017,22.7000,-79.3000, ,HU,110,941,3,160,160,120,170,100,90,60,90,60,60,30,60,1008,240,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,140, , , , ,12,480,30,30,90,10,292
2017242N16333,2017,66,,,IRMA,2017-09-09 15:00:00,TS,22.8999,-79.7724, , , ,main,15,10,P_____________, ,AL112017,22.8999,-79.7724, ,HU,102,939,3,170,160,120,175,100,90,65,90,60,60,30,60,1008,240,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,450,30,30,105,9,296
2017242N16333,2017,66,,,IRMA,2017-09-09 18:00:00,TS,23.1,-80.2,95,938,hurdat_atl,main,22,22,O_____________,hurdat_atl,AL112017,23.1000,-80.2000, ,HU,95,938,2,180,160,120,180,100,90,70,90,60,60,30,60,1008,240,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,135, , , , ,12,420,30,30,120,8,295
2017242N16333,2017,66,,,IRMA,2017-09-09 21:00:00,TS,23.2574,-80.5876, , , ,main,33,33,P_____________, ,AL112017,23.2574,-80.5876, ,HU,97,935,3,195,165,120,180,100,95,70,90,60,60,30,60,1007,255,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,420,30,30,120,7,295
2017242N16333,2017,66,,,IRMA,2017-09-10 00:00:00,TS,23.4,-80.9,100,932,hurdat_atl,main,44,44,O_____________,hurdat_atl,AL112017,23.4000,-80.9000, ,HU,100,932,3,210,170,120,180,100,100,70,90,60,60,30,60,1007,270,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,130, , , , ,12,420,30,30,120,6,297
2017242N16333,2017,66,,,IRMA,2017-09-10 03:00:00,TS,23.5124,-81.1377, , , ,main,49,45,P_____________, ,AL112017,23.5124,-81.1377, ,HU,107,931,3,225,170,130,185,105,105,70,95,65,60,30,55,1007,270,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,309
2017242N16333,2017,66,,,IRMA,2017-09-10 06:00:00,TS,23.7,-81.3,115,930,hurdat_atl,main,67,67,O_____________,hurdat_atl,AL112017,23.7000,-81.3000, ,HU,115,930,4,240,170,140,190,110,110,70,100,70,60,30,50,1007,270,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,140, , , , , , , , , ,6,331
2017242N16333,2017,66,,,IRMA,2017-09-10 09:00:00,TS,24.016,-81.4389, , , ,main,101,78,P_____________, ,AL112017,24.0160,-81.4389, ,HU,115,930,4,255,175,140,200,115,115,70,100,70,60,30,50,1007,285,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,347
2017242N16333,2017,66,,,IRMA,2017-09-10 12:00:00,TS,24.5,-81.5,115,931,hurdat_atl,main,78,60,O_____________,hurdat_atl,AL112017,24.5000,-81.5000, ,HU,115,931,4,270,180,140,210,120,120,70,100,70,60,30,50,1008,300,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,140, , , , ,12,420,150,120,180,10,355
2017242N16333,2017,66,,,IRMA,2017-09-10 13:00:00,TS,24.7,-81.5,115,931,hurdat_atl,main,60,37,V_____________,hurdat_atl,AL112017,24.7000,-81.5000,L,HU,115,931,4,270,180,140,210,120,120,80,110,70,60,30,50,1008,300,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,420,150,120,180,11,353
2017242N16333,2017,66,,GM,IRMA,2017-09-10 15:00:00,TS,25.0646,-81.5707, , , ,main,41,33,P_____________, ,AL112017,25.0646,-81.5707, ,HU,109,932,3,281,183,140,213,123,123,80,110,70,60,30,50,1008,311,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,420,150,120,180,11,349
2017242N16333,2017,66,,GM,IRMA,2017-09-10 18:00:00,TS,25.6,-81.7,100,936,hurdat_atl,main,33,0,O_____________,hurdat_atl,AL112017,25.6000,-81.7000, ,HU,100,936,3,300,190,140,220,130,130,80,110,70,60,30,50,1008,330,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,420,150,120,180,11,352
2017242N16333,2017,66,,GM,IRMA,2017-09-10 19:30:00,TS,25.9,-81.7,100,936,hurdat_atl,main,0,0,V_____________,hurdat_atl,AL112017,25.9000,-81.7000,L,HU,100,936,3,330,190,140,220,130,130,80,110,70,60,30,50,1008,330,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,420,157,165,210,12,2
2017242N16333,2017,66,,,IRMA,2017-09-10 21:00:00,TS,26.1945,-81.6865, , , ,main,0,0,P_____________, ,AL112017,26.1945,-81.6865, ,HU,93,938,2,340,193,143,226,133,133,83,113,66,60,30,50,1008,336,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,420,165,210,240,12,0
2017242N16333,2017,66,,,IRMA,2017-09-11 00:00:00,TS,26.8,-81.7,80,942,hurdat_atl,main,0,0,O_____________,hurdat_atl,AL112017,26.8000,-81.7000, ,HU,80,942,1,360,200,150,240,140,140,90,120,60,60,30,50,1008,350,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,110, , , , ,12,420,180,300,300,13,351
2017242N16333,2017,66,,,IRMA,2017-09-11 03:00:00,TS,27.4828,-81.9063, , , ,main,0,0,P_____________, ,AL112017,27.4828,-81.9063, ,HU,72,951,1,360,205,150,240,140,140,90,120,45,45,25,50,1008,350,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,435,180,300,300,15,342
2017242N16333,2017,66,,,IRMA,2017-09-11 06:00:00,TS,28.2,-82.2,65,961,hurdat_atl,main,0,0,O_____________,hurdat_atl,AL112017,28.2000,-82.2000, ,HU,65,961,1,360,210,150,240,140,140,90,120,30,30,20,50,1008,350,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,90, , , , ,12,450,180,300,300,15,342
2017242N16333,2017,66,,,IRMA,2017-09-11 09:00:00,TS,28.9073,-82.4282, , , ,main,0,0,P_____________, ,AL112017,28.9073,-82.4282, ,HU,57,965,0,360,220,150,240,140,140,90,120, , , , ,1008,350,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,460,225,390,330,15,343
2017242N16333,2017,66,,,IRMA,2017-09-11 12:00:00,TS,29.6,-82.7,50,970,hurdat_atl,main,0,0,O_____________,hurdat_atl,AL112017,29.6000,-82.7000, ,TS,50,970,0,360,230,150,240,140,140,90,120, , , , ,1008,350,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,75, , , , ,12,470,270,480,360,15,338
2017242N16333,2017,66,,,IRMA,2017-09-11 15:00:00,TS,30.28,-83.07, , , ,main,0,0,P_____________, ,AL112017,30.2800,-83.0700, ,TS,47,975,0,360,240,150,240, , , , , , , , ,1008,350,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,485,315,465, ,15,332
2017242N16333,2017,66,,,IRMA,2017-09-11 18:00:00,TS,30.9,-83.5,45,980,hurdat_atl,main,0,0,O_____________,hurdat_atl,AL112017,30.9000,-83.5000, ,TS,45,980,0,360,250,150,240, , , , , , , , ,1008,350,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55, , , , ,12,500,360,450, ,14,327
