SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2017242N16333,2017,66,,,IRMA,2017-08-31 15:00:00,TS,16.8923,-33.8001, , , ,main,1761,1761,P_____________, ,AL112017,16.8923,-33.8001, ,HU,87,976,2,65,50,40,60,30,20,20,30,15,10,10,10,1012,180,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,90,60,30,60,9,298
2017242N16333,2017,66,,,IRMA,2017-08-31 18:00:00,TS,17.1,-34.2,95,970,hurdat_atl,main,1805,1805,O_____________,hurdat_atl,AL112017,17.1000,-34.2000, ,HU,95,970,2,70,50,40,60,30,20,20,30,15,10,10,10,1012,180,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,90,60,30,60,9,297
2017242N16333,2017,66,,,IRMA,2017-08-31 21:00:00,TS,17.2999,-34.6351, , , ,main,1850,1850,P_____________, ,AL112017,17.2999,-34.6351, ,HU,97,968,3,70,55,40,60,35,25,20,30,15,10,10,10,1012,180,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,90,60,30,60,9,295
2017242N16333,2017,66,,,IRMA,2017-09-01 00:00:00,TS,17.5,-35.1,100,967,hurdat_atl,main,1906,1906,O_____________,hurdat_atl,AL112017,17.5000,-35.1000, ,HU,100,967,3,70,60,40,60,40,30,20,30,15,10,10,10,1012,180,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,90,60,30,60,10,294
2017242N16333,2017,66,,,IRMA,2017-09-01 03:00:00,TS,17.6923,-35.5777, , , ,main,1961,1961,P_____________, ,AL112017,17.6923,-35.5777, ,HU,100,967,3,75,60,40,60,40,30,20,30,15,10,10,10,1012,180,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,105,75,45,90,10,293
2017242N16333,2017,66,,,IRMA,2017-09-01 06:00:00,TS,17.9,-36.1,100,967,hurdat_atl,main,2016,2016,O_____________,hurdat_atl,AL112017,17.9000,-36.1000, ,HU,100,967,3,80,60,40,60,40,30,20,30,15,10,10,10,1012,180,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,120,90,60,120,12,293
2017242N16333,2017,66,,,IRMA,2017-09-01 09:00:00,TS,18.1499,-36.685, , , ,main,2075,2073,P_____________, ,AL112017,18.1499,-36.6850, ,HU,100,967,3,80,60,40,60,40,30,20,30,15,10,10,10,1012,180,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,135,90,67,120,12,294
2017242N16333,2017,66,,,IRMA,2017-09-01 12:00:00,TS,18.4,-37.3,100,967,hurdat_atl,main,2131,2131,O_____________,hurdat_atl,AL112017,18.4000,-37.3000, ,HU,100,967,3,80,60,40,60,40,30,20,30,15,10,10,10,1013,180,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115, , , , ,12,150,90,75,120,12,292
2017242N16333,2017,66,,,IRMA,2017-09-01 15:00:00,TS,18.6148,-37.9001, , , ,main,2164,2138,P_____________, ,AL112017,18.6148,-37.9001, ,HU,100,967,3,85,60,40,60,40,30,20,30,17,12,10,12,1013,180,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,180,67,97,165,12,289
2017242N16333,2017,66,,,IRMA,2017-09-01 18:00:00,TS,18.8,-38.5,100,967,hurdat_atl,main,2138,2111,O_____________,hurdat_atl,AL112017,18.8000,-38.5000, ,HU,100,967,3,90,60,40,60,40,30,20,30,20,15,10,15,1013,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,210,45,120,210,12,288
2017242N16333,2017,66,,,IRMA,2017-09-01 21:00:00,TS,18.9797,-39.085, , , ,main,2113,2081,P_____________, ,AL112017,18.9797,-39.0850, ,HU,100,967,3,90,60,40,60,40,30,20,30,20,15,10,15,1013,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,225,52,135,210,12,285
2017242N16333,2017,66,,,IRMA,2017-09-02 00:00:00,TS,19.1,-39.7,100,967,hurdat_atl,main,2081,2042,O_____________,hurdat_atl,AL112017,19.1000,-39.7000, ,HU,100,967,3,90,60,40,60,40,30,20,30,20,15,10,15,1013,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,130, , , , ,12,240,60,150,210,12,277
2017242N16333,2017,66,,,IRMA,2017-09-02 03:00:00,TS,19.1373,-40.3776, , , ,main,2036,1993,P_____________, ,AL112017,19.1373,-40.3776, ,HU,100,967,3,90,60,40,60,40,30,20,30,20,15,10,15,1013,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,240,75,150,225,13,270
2017242N16333,2017,66,,,IRMA,2017-09-02 06:00:00,TS,19.1,-41.1,100,967,hurdat_atl,main,1993,1939,O_____________,hurdat_atl,AL112017,19.1000,-41.1000, ,HU,100,967,3,90,60,40,60,40,30,20,30,20,15,10,15,1013,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,240,90,150,240,14,265
2017242N16333,2017,66,,,IRMA,2017-09-02 09:00:00,TS,19.0148,-41.8426, , , ,main,1939,1879,P_____________, ,AL112017,19.0148,-41.8426, ,HU,97,970,3,90,60,40,60,40,30,20,30,20,15,10,15,1013,190,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,240,95,135,225,14,262
2017242N16333,2017,66,,,IRMA,2017-09-02 12:00:00,TS,18.9,-42.6,95,973,hurdat_atl,main,1879,1827,O_____________,hurdat_atl,AL112017,18.9000,-42.6000, ,HU,95,973,2,90,60,40,60,40,30,20,30,20,15,10,15,1014,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115, , , , ,12,240,100,120,210,15,261
2017242N16333,2017,66,,,IRMA,2017-09-02 15:00:00,TS,18.7998,-43.3574, , , ,main,1821,1771,P_____________, ,AL112017,18.7998,-43.3574, ,HU,95,973,2,90,60,40,65,40,30,20,30,20,15,10,15,1014,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,240,110,120,210,14,262
2017242N16333,2017,66,,,IRMA,2017-09-02 18:00:00,TS,18.7,-44.1,95,973,hurdat_atl,main,1771,1723,O_____________,hurdat_atl,AL112017,18.7000,-44.1000, ,HU,95,973,2,90,60,40,70,40,30,20,30,20,15,10,15,1014,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115, , , , ,12,240,120,120,210,14,262
2017242N16333,2017,66,,,IRMA,2017-09-02 21:00:00,TS,18.6073,-44.8223, , , ,main,1723,1677,P_____________, ,AL112017,18.6073,-44.8223, ,HU,95,973,2,95,60,40,75,40,30,20,30,20,15,10,15,1014,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,240,120,120,210,13,261
2017242N16333,2017,66,,,IRMA,2017-09-03 00:00:00,TS,18.5,-45.5,95,973,hurdat_atl,main,1677,1637,O_____________,hurdat_atl,AL112017,18.5000,-45.5000, ,HU,95,973,2,100,60,40,80,40,30,20,30,20,15,10,15,1014,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115, , , , ,12,240,120,120,210,13,258
2017242N16333,2017,66,,,IRMA,2017-09-03 03:00:00,TS,18.3572,-46.1149, , , ,main,1637,1589,P_____________, ,AL112017,18.3572,-46.1149, ,HU,95,973,2,105,60,40,85,40,30,20,30,20,12,10,15,1013,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,240,120,120,210,12,255
2017242N16333,2017,66,,,IRMA,2017-09-03 06:00:00,TS,18.2,-46.7,95,973,hurdat_atl,main,1589,1553,O_____________,hurdat_atl,AL112017,18.2000,-46.7000, ,HU,95,973,2,110,60,40,90,40,30,20,30,20,10,10,15,1013,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115, , , , ,12,240,120,120,210,12,255
2017242N16333,2017,66,,,IRMA,2017-09-03 09:00:00,TS,18.0497,-47.2924, , , ,main,1542,1508,P_____________, ,AL112017,18.0497,-47.2924, ,HU,97,971,3,115,65,45,90,40,35,25,35,22,15,12,17,1013,210,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,320,120,110,285,12,255
2017242N16333,2017,66,,,IRMA,2017-09-03 12:00:00,TS,17.9,-47.9,100,969,hurdat_atl,main,1508,1469,O_____________,hurdat_atl,AL112017,17.9000,-47.9000, ,HU,100,969,3,120,70,50,90,40,40,30,40,25,20,15,20,1013,220,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,400,120,100,360,12,256
2017242N16333,2017,66,,,IRMA,2017-09-03 15:00:00,TS,17.7499,-48.5499, , , ,main,1459,1418,P_____________, ,AL112017,17.7499,-48.5499, ,HU,100,967,3,120,75,50,95,45,40,30,40,25,20,15,22,1012,230,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,395,135,125,360,13,256
2017242N16333,2017,66,,,IRMA,2017-09-03 18:00:00,TS,17.6,-49.2,100,965,hurdat_atl,main,1418,1384,O_____________,hurdat_atl,AL112017,17.6000,-49.2000, ,HU,100,965,3,120,80,50,100,50,40,30,40,25,20,15,25,1012,240,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,390,150,150,360,12,256
2017242N16333,2017,66,,,IRMA,2017-09-03 21:00:00,TS,17.4498,-49.8149, , , ,main,1373,1341,P_____________, ,AL112017,17.4498,-49.8149, ,HU,100,962,3,120,80,50,100,50,40,30,40,25,20,15,25,1012,240,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,390,150,150,375,12,255
2017242N16333,2017,66,,,IRMA,2017-09-04 00:00:00,TS,17.3,-50.4,100,959,hurdat_atl,main,1341,1310,O_____________,hurdat_atl,AL112017,17.3000,-50.4000, ,HU,100,959,3,120,80,50,100,50,40,30,40,25,20,15,25,1012,240,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,390,150,150,390,11,254
2017242N16333,2017,66,,,IRMA,2017-09-04 03:00:00,TS,17.1423,-50.9575, , , ,main,1295,1244,P_____________, ,AL112017,17.1423,-50.9575, ,HU,102,955,3,120,80,50,100,50,40,30,45,25,20,17,25,1011,225,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,390,150,150,390,11,254
2017242N16333,2017,66,,,IRMA,2017-09-04 06:00:00,TS,17.0,-51.5,105,952,hurdat_atl,main,1244,1194,O_____________,hurdat_atl,AL112017,17.0000,-51.5000, ,HU,105,952,3,120,80,50,100,50,40,30,50,25,20,20,25,1011,210,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,390,150,150,390,11,256
2017242N16333,2017,66,,,IRMA,2017-09-04 09:00:00,TS,16.8847,-52.0349, , , ,main,1194,1135,P_____________, ,AL112017,16.8847,-52.0349, ,HU,107,948,3,120,85,55,100,50,40,30,50,27,22,20,27,1011,225,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,330,150,165,360,11,259
2017242N16333,2017,66,,,IRMA,2017-09-04 12:00:00,TS,16.8,-52.6,110,945,hurdat_atl,main,1135,1077,O_____________,hurdat_atl,AL112017,16.8000,-52.6000, ,HU,110,945,3,120,90,60,100,50,40,30,50,30,25,20,30,1012,240,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,130, , , , ,12,270,150,180,330,12,263
2017242N16333,2017,66,,,IRMA,2017-09-04 15:00:00,TS,16.7425,-53.2424, , , ,main,1077,1019,P_____________, ,AL112017,16.7425,-53.2424, ,HU,112,944,3,120,95,65,105,55,45,35,50,32,27,20,30,1011,245,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,270,135,165,300,13,265
2017242N16333,2017,66,,,IRMA,2017-09-04 18:00:00,TS,16.7,-53.9,115,944,hurdat_atl,main,1019,964,O_____________,hurdat_atl,AL112017,16.7000,-53.9000, ,HU,115,944,4,120,100,70,110,60,50,40,50,35,30,20,30,1011,250,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,140, , , , ,12,270,120,150,270,12,265
2017242N16333,2017,66,,,IRMA,2017-09-04 21:00:00,TS,16.6422,-54.5, , , ,main,964,918,P_____________, ,AL112017,16.6422,-54.5000, ,HU,120,943,4,120,100,75,110,65,55,40,55,40,32,25,32,1011,235,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,270,120,165,270,12,265
2017242N16333,2017,66,,,IRMA,2017-09-05 00:00:00,TS,16.6,-55.1,125,943,hurdat_atl,main,918,874,O_____________,hurdat_atl,AL112017,16.6000,-55.1000, ,HU,125,943,4,120,100,80,110,70,60,40,60,45,35,30,35,1011,220,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,145, , , , ,12,270,120,180,270,12,267
2017242N16333,2017,66,,,IRMA,2017-09-05 03:00:00,TS,16.5848,-55.735, , , ,main,874,826,P_____________, ,AL112017,16.5848,-55.7350, ,HU,130,938,4,125,100,80,115,70,60,40,60,45,37,30,35,1011,220,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,270,120,165,270,12,270
2017242N16333,2017,66,,,IRMA,2017-09-05 06:00:00,TS,16.6,-56.4,135,933,hurdat_atl,main,826,783,O_____________,hurdat_atl,AL112017,16.6000,-56.4000, ,HU,135,933,4,130,100,80,120,70,60,40,60,45,40,30,35,1011,220,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,150, , , , ,12,270,120,150,270,13,272
2017242N16333,2017,66,,,IRMA,2017-09-05 09:00:00,TS,16.6348,-57.0925, , , ,main,783,755,P_____________, ,AL112017,16.6348,-57.0925, ,HU,142,931,5,135,105,80,125,75,60,40,65,45,40,30,37,1010,260,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,270,120,150,270,13,274
2017242N16333,2017,66,,,IRMA,2017-09-05 12:00:00,TS,16.7,-57.8,150,929,hurdat_atl,main,755,732,O_____________,hurdat_atl,AL112017,16.7000,-57.8000, ,HU,150,929,5,140,110,80,130,80,60,40,70,45,40,30,40,1010,300,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,190, , , , ,12,270,120,150,270,14,276
2017242N16333,2017,66,,,IRMA,2017-09-05 15:00:00,TS,16.7773,-58.5002, , , ,main,734,694,P_____________, ,AL112017,16.7773,-58.5002, ,HU,152,927,5,145,110,85,135,80,60,40,70,45,40,30,42,1010,300,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,285,127,135,285,14,278
2017242N16333,2017,66,,,IRMA,2017-09-05 18:00:00,TS,16.9,-59.2,155,926,hurdat_atl,main,694,616,O_____________,hurdat_atl,AL112017,16.9000,-59.2000, ,HU,155,926,5,150,110,90,140,80,60,40,70,45,40,30,45,1010,300,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,195, , , , ,12,300,135,120,300,14,283
2017242N16333,2017,66,,,IRMA,2017-09-05 21:00:00,TS,17.0836,-59.9113, , , ,main,616,539,P_____________, ,AL112017,17.0836,-59.9113, ,HU,155,920,5,150,110,90,145,80,60,40,70,45,40,30,45,1009,250,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,330,187,180,330,14,287
2017242N16333,2017,66,,,IRMA,2017-09-06 00:00:00,TS,17.3,-60.6,155,915,hurdat_atl,main,539,491,O_____________,hurdat_atl,AL112017,17.3000,-60.6000, ,HU,155,915,5,150,110,90,150,80,60,40,70,45,40,30,45,1009,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,195, , , , ,12,360,240,240,360,12,294
2017242N16333,2017,66,,CS,IRMA,2017-09-06 03:00:00,TS,17.5699,-61.0606, , , ,main,480,405,P_____________, ,AL112017,17.5699,-61.0606, ,HU,155,914,5,150,110,90,150,80,60,40,70,45,40,30,45,1009,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,375,240,240,375,13,289
2017242N16333,2017,66,,CS,IRMA,2017-09-06 05:45:00,TS,17.7,-61.8,155,914,hurdat_atl,main,405,405,V_____________,hurdat_atl,AL112017,17.7000,-61.8000,L,HU,155,914,5,150,110,90,150,80,60,40,70,45,40,30,45,1009,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,388,240,240,388,16,279
2017242N16333,2017,66,,CS,IRMA,2017-09-06 06:00:00,TS,17.7,-61.9,155,914,hurdat_atl,main,395,318,O_____________,hurdat_atl,AL112017,17.7000,-61.9000, ,HU,155,914,5,150,110,90,150,80,60,50,70,45,40,30,45,1009,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,195, , , , ,12,390,240,240,390,16,286
2017242N16333,2017,66,,CS,IRMA,2017-09-06 09:00:00,TS,17.9325,-62.66, , , ,main,308,264,P_____________, ,AL112017,17.9325,-62.6600, ,HU,155,914,5,150,110,90,150,80,60,50,70,45,40,30,45,1009,200,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,390,225,165,385,14,289
