year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
2016,TENNESSEE,TN,DYER,47045,PRESIDENT,DONALD TRUMP,REPUBLICAN,10180.0,13336.0,20191203,TOTAL
2016,TENNESSEE,TN,FAYETTE,47047,PRESIDENT,DONALD TRUMP,REPUBLICAN,13055.0,19394.0,20191203,TOTAL
2016,TENNESSEE,TN,FENTRESS,47049,PRESIDENT,DONALD TRUMP,REPUBLICAN,6038.0,7333.0,20191203,TOTAL
2016,TENNESSEE,TN,FRANKLIN,47051,PRESIDENT,DONALD TRUMP,REPUBLICAN,11532.0,16404.0,20191203,TOTAL
2016,TENNESSEE,TN,GIBSON,47053,PRESIDENT,DONALD TRUMP,REPUBLICAN,13786.0,19547.0,20191203,TOTAL
2016,TENNESSEE,TN,GILES,47055,PRESIDENT,DONALD TRUMP,REPUBLICAN,7970.0,11137.0,20191203,TOTAL
2016,TENNESSEE,TN,GRAINGER,47057,PRESIDENT,DONALD TRUMP,REPUBLICAN,6626.0,8008.0,20191203,TOTAL
2016,TENNESSEE,TN,GREENE,47059,PRESIDENT,DONALD TRUMP,REPUBLICAN,18562.0,23583.0,20191203,TOTAL
2016,TENNESSEE,TN,GRUNDY,47061,PRESIDENT,DONALD TRUMP,REPUBLICAN,3636.0,4763.0,20191203,TOTAL
2016,TENNESSEE,TN,HAMBLEN,47063,PRESIDENT,DONALD TRUMP,REPUBLICAN,15857.0,20692.0,20191203,TOTAL
2016,TENNESSEE,TN,HAMILTON,47065,PRESIDENT,DONALD TRUMP,REPUBLICAN,78733.0,142408.0,20191203,TOTAL
2016,TENNESSEE,TN,HANCOCK,47067,PRESIDENT,DONALD TRUMP,REPUBLICAN,1843.0,2231.0,20191203,TOTAL
2016,TENNESSEE,TN,HARDEMAN,47069,PRESIDENT,DONALD TRUMP,REPUBLICAN,4919.0,9273.0,20191203,TOTAL
2016,TENNESSEE,TN,HARDIN,47071,PRESIDENT,DONALD TRUMP,REPUBLICAN,8012.0,9949.0,20191203,TOTAL
2016,TENNESSEE,TN,HAWKINS,47073,PRESIDENT,DONALD TRUMP,REPUBLICAN,16648.0,20774.0,20191203,TOTAL
2016,TENNESSEE,TN,HAYWOOD,47075,PRESIDENT,HILLARY CLINTON,DEMOCRAT,3711.0,6834.0,20191203,TOTAL
2016,TENNESSEE,TN,HENDERSON,47077,PRESIDENT,DONALD TRUMP,REPUBLICAN,8138.0,10217.0,20191203,TOTAL
2016,TENNESSEE,TN,HENRY,47079,PRESIDENT,DONALD TRUMP,REPUBLICAN,9508.0,12945.0,20191203,TOTAL
2016,TENNESSEE,TN,HICKMAN,47081,PRESIDENT,DONALD TRUMP,REPUBLICAN,5695.0,7813.0,20191203,TOTAL
2016,TENNESSEE,TN,HOUSTON,47083,PRESIDENT,DONALD TRUMP,REPUBLICAN,2182.0,3168.0,20191203,TOTAL
2016,TENNESSEE,TN,HUMPHREYS,47085,PRESIDENT,DONALD TRUMP,REPUBLICAN,4930.0,7153.0,20191203,TOTAL
2016,TENNESSEE,TN,JACKSON,47087,PRESIDENT,DONALD TRUMP,REPUBLICAN,3236.0,4466.0,20191203,TOTAL
2016,TENNESSEE,TN,JEFFERSON,47089,PRESIDENT,DONALD TRUMP,REPUBLICAN,14776.0,19072.0,20191203,TOTAL
2016,TENNESSEE,TN,JOHNSON,47091,PRESIDENT,DONALD TRUMP,REPUBLICAN,5410.0,6579.0,20191203,TOTAL
2016,TENNESSEE,TN,KNOX,47093,PRESIDENT,DONALD TRUMP,REPUBLICAN,105767.0,180697.0,20191203,TOTAL
2016,TENNESSEE,TN,LAKE,47095,PRESIDENT,DONALD TRUMP,REPUBLICAN,1357.0,1970.0,20191203,TOTAL
2016,TENNESSEE,TN,LAUDERDALE,47097,PRESIDENT,DONALD TRUMP,REPUBLICAN,4884.0,8087.0,20191203,TOTAL
2016,TENNESSEE,TN,LAWRENCE,47099,PRESIDENT,DONALD TRUMP,REPUBLICAN,12420.0,15666.0,20191203,TOTAL
2016,TENNESSEE,TN,LEWIS,47101,PRESIDENT,DONALD TRUMP,REPUBLICAN,3585.0,4622.0,20191203,TOTAL
2016,TENNESSEE,TN,LINCOLN,47103,PRESIDENT,DONALD TRUMP,REPUBLICAN,10398.0,13348.0,20191203,TOTAL
2016,TENNESSEE,TN,LOUDON,47105,PRESIDENT,DONALD TRUMP,REPUBLICAN,17610.0,23391.0,20191203,TOTAL
2016,TENNESSEE,TN,MCMINN,47107,PRESIDENT,DONALD TRUMP,REPUBLICAN,14691.0,18755.0,20191203,TOTAL
2016,TENNESSEE,TN,MCNAIRY,47109,PRESIDENT,DONALD TRUMP,REPUBLICAN,7841.0,10038.0,20191203,TOTAL
2016,TENNESSEE,TN,MACON,47111,PRESIDENT,DONALD TRUMP,REPUBLICAN,6263.0,7504.0,20191203,TOTAL
2016,TENNESSEE,TN,MADISON,47113,PRESIDENT,DONALD TRUMP,REPUBLICAN,21335.0,38120.0,20191203,TOTAL
2016,TENNESSEE,TN,MARION,47115,PRESIDENT,DONALD TRUMP,REPUBLICAN,7696.0,10862.0,20191203,TOTAL
2016,TENNESSEE,TN,MARSHALL,47117,PRESIDENT,DONALD TRUMP,REPUBLICAN,8184.0,11455.0,20191203,TOTAL
2016,TENNESSEE,TN,MAURY,47119,PRESIDENT,DONALD TRUMP,REPUBLICAN,23799.0,35369.0,20191203,TOTAL
2016,TENNESSEE,TN,MEIGS,47121,PRESIDENT,DONALD TRUMP,REPUBLICAN,3342.0,4320.0,20191203,TOTAL
2016,TENNESSEE,TN,MONROE,47123,PRESIDENT,DONALD TRUMP,REPUBLICAN,13374.0,17093.0,20191203,TOTAL
2016,TENNESSEE,TN,MONTGOMERY,47125,PRESIDENT,DONALD TRUMP,REPUBLICAN,32341.0,57620.0,20191203,TOTAL
2016,TENNESSEE,TN,MOORE,47127,PRESIDENT,DONALD TRUMP,REPUBLICAN,2325.0,2926.0,20191203,TOTAL
2016,TENNESSEE,TN,MORGAN,47129,PRESIDENT,DONALD TRUMP,REPUBLICAN,5441.0,6705.0,20191203,TOTAL
2016,TENNESSEE,TN,OBION,47131,PRESIDENT,DONALD TRUMP,REPUBLICAN,9526.0,12249.0,20191203,TOTAL
2016,TENNESSEE,TN,OVERTON,47133,PRESIDENT,DONALD TRUMP,REPUBLICAN,6059.0,8229.0,20191203,TOTAL
2016,TENNESSEE,TN,PERRY,47135,PRESIDENT,DONALD TRUMP,REPUBLICAN,2167.0,2855.0,20191203,TOTAL
2016,TENNESSEE,TN,PICKETT,47137,PRESIDENT,DONALD TRUMP,REPUBLICAN,2021.0,2615.0,20191203,TOTAL
2016,TENNESSEE,TN,POLK,47139,PRESIDENT,DONALD TRUMP,REPUBLICAN,5097.0,6520.0,20191203,TOTAL
2016,TENNESSEE,TN,PUTNAM,47141,PRESIDENT,DONALD TRUMP,REPUBLICAN,19002.0,27212.0,20191203,TOTAL
2016,TENNESSEE,TN,RHEA,47143,PRESIDENT,DONALD TRUMP,REPUBLICAN,8660.0,11062.0,20191203,TOTAL
2016,TENNESSEE,TN,ROANE,47145,PRESIDENT,DONALD TRUMP,REPUBLICAN,15880.0,21669.0,20191203,TOTAL
2016,TENNESSEE,TN,ROBERTSON,47147,PRESIDENT,DONALD TRUMP,REPUBLICAN,19410.0,27113.0,20191203,TOTAL
2016,TENNESSEE,TN,RUTHERFORD,47149,PRESIDENT,DONALD TRUMP,REPUBLICAN,64515.0,107436.0,20191203,TOTAL
2016,TENNESSEE,TN,SCOTT,47151,PRESIDENT,DONALD TRUMP,REPUBLICAN,6044.0,7123.0,20191203,TOTAL
2016,TENNESSEE,TN,SEQUATCHIE,47153,PRESIDENT,DONALD TRUMP,REPUBLICAN,4441.0,5694.0,20191203,TOTAL
2016,TENNESSEE,TN,SEVIER,47155,PRESIDENT,DONALD TRUMP,REPUBLICAN,28629.0,36312.0,20191203,TOTAL
2016,TENNESSEE,TN,SHELBY,47157,PRESIDENT,HILLARY CLINTON,DEMOCRAT,208992.0,337383.0,20191203,TOTAL
2016,TENNESSEE,TN,SMITH,47159,PRESIDENT,DONALD TRUMP,REPUBLICAN,5494.0,7436.0,20191203,TOTAL
2016,TENNESSEE,TN,STEWART,47161,PRESIDENT,DONALD TRUMP,REPUBLICAN,3864.0,5299.0,20191203,TOTAL
2016,TENNESSEE,TN,SULLIVAN,47163,PRESIDENT,DONALD TRUMP,REPUBLICAN,46979.0,62278.0,20191203,TOTAL
2016,TENNESSEE,TN,SUMNER,47165,PRESIDENT,DONALD TRUMP,REPUBLICAN,50129.0,71505.0,20191203,TOTAL
2016,TENNESSEE,TN,TIPTON,47167,PRESIDENT,DONALD TRUMP,REPUBLICAN,16910.0,23481.0,20191203,TOTAL
2016,TENNESSEE,TN,TROUSDALE,47169,PRESIDENT,DONALD TRUMP,REPUBLICAN,2103.0,3160.0,20191203,TOTAL
2016,TENNESSEE,TN,UNICOI,47171,PRESIDENT,DONALD TRUMP,REPUBLICAN,5671.0,7195.0,20191203,TOTAL
2016,TENNESSEE,TN,UNION,47173,PRESIDENT,DONALD TRUMP,REPUBLICAN,5053.0,6247.0,20191203,TOTAL
2016,TENNESSEE,TN,VAN BUREN,47175,PRESIDENT,DONALD TRUMP,REPUBLICAN,1820.0,2419.0,20191203,TOTAL
2016,TENNESSEE,TN,WARREN,47177,PRESIDENT,DONALD TRUMP,REPUBLICAN,9540.0,13612.0,20191203,TOTAL
2016,TENNESSEE,TN,WASHINGTON,47179,PRESIDENT,DONALD TRUMP,REPUBLICAN,34252.0,49750.0,20191203,TOTAL
2016,TENNESSEE,TN,WAYNE,47181,PRESIDENT,DONALD TRUMP,REPUBLICAN,5036.0,5857.0,20191203,TOTAL
2016,TENNESSEE,TN,WEAKLEY,47183,PRESIDENT,DONALD TRUMP,REPUBLICAN,9008.0,12184.0,20191203,TOTAL
2016,TENNESSEE,TN,WHITE,47185,PRESIDENT,DONALD TRUMP,REPUBLICAN,7671.0,9825.0,20191203,TOTAL
2016,TENNESSEE,TN,WILLIAMSON,47187,PRESIDENT,DONALD TRUMP,REPUBLICAN,68212.0,106271.0,20191203,TOTAL
2016,TENNESSEE,TN,WILSON,47189,PRESIDENT,DONALD TRUMP,REPUBLICAN,39406.0,56734.0,20191203,TOTAL
2016,TEXAS,TX,ANDERSON,48001,PRESIDENT,DONALD TRUMP,REPUBLICAN,13201.0,16977.0,20191203,TOTAL
2016,TEXAS,TX,ANDREWS,48003,PRESIDENT,DONALD TRUMP,REPUBLICAN,3927.0,4943.0,20191203,TOTAL
2016,TEXAS,TX,ANGELINA,48005,PRESIDENT,DONALD TRUMP,REPUBLICAN,21668.0,29911.0,20191203,TOTAL
2016,TEXAS,TX,ARANSAS,48007,PRESIDENT,DONALD TRUMP,REPUBLICAN,7740.0,10512.0,20191203,TOTAL
2016,TEXAS,TX,ARCHER,48009,PRESIDENT,DONALD TRUMP,REPUBLICAN,3786.0,4283.0,20191203,TOTAL
2016,TEXAS,TX,ARMSTRONG,48011,PRESIDENT,DONALD TRUMP,REPUBLICAN,924.0,1021.0,20191203,TOTAL
2016,TEXAS,TX,ATASCOSA,48013,PRESIDENT,DONALD TRUMP,REPUBLICAN,8618.0,13673.0,20191203,TOTAL
2016,TEXAS,TX,AUSTIN,48015,PRESIDENT,DONALD TRUMP,REPUBLICAN,9637.0,12274.0,20191203,TOTAL
2016,TEXAS,TX,BAILEY,48017,PRESIDENT,DONALD TRUMP,REPUBLICAN,1344.0,1793.0,20191203,TOTAL
2016,TEXAS,TX,BANDERA,48019,PRESIDENT,DONALD TRUMP,REPUBLICAN,8163.0,10218.0,20191203,TOTAL
2016,TEXAS,TX,BASTROP,48021,PRESIDENT,DONALD TRUMP,REPUBLICAN,16328.0,28454.0,20191203,TOTAL
2016,TEXAS,TX,BAYLOR,48023,PRESIDENT,DONALD TRUMP,REPUBLICAN,1267.0,1499.0,20191203,TOTAL
2016,TEXAS,TX,BEE,48025,PRESIDENT,DONALD TRUMP,REPUBLICAN,4744.0,8485.0,20191203,TOTAL
2016,TEXAS,TX,BELL,48027,PRESIDENT,DONALD TRUMP,REPUBLICAN,51998.0,94994.0,20191203,TOTAL
2016,TEXAS,TX,BEXAR,48029,PRESIDENT,HILLARY CLINTON,DEMOCRAT,319550.0,589645.0,20191203,TOTAL
2016,TEXAS,TX,BLANCO,48031,PRESIDENT,DONALD TRUMP,REPUBLICAN,4212.0,5685.0,20191203,TOTAL
2016,TEXAS,TX,BORDEN,48033,PRESIDENT,DONALD TRUMP,REPUBLICAN,330.0,365.0,20191203,TOTAL
2016,TEXAS,TX,BOSQUE,48035,PRESIDENT,DONALD TRUMP,REPUBLICAN,6339.0,7838.0,20191203,TOTAL
2016,TEXAS,TX,BOWIE,48037,PRESIDENT,DONALD TRUMP,REPUBLICAN,24924.0,34602.0,20191203,TOTAL
2016,TEXAS,TX,BRAZORIA,48039,PRESIDENT,DONALD TRUMP,REPUBLICAN,72791.0,121181.0,20191203,TOTAL
2016,TEXAS,TX,BRAZOS,48041,PRESIDENT,DONALD TRUMP,REPUBLICAN,38738.0,67211.0,20191203,TOTAL
2016,TEXAS,TX,BREWSTER,48043,PRESIDENT,DONALD TRUMP,REPUBLICAN,2077.0,4252.0,20191203,TOTAL
2016,TEXAS,TX,BRISCOE,48045,PRESIDENT,DONALD TRUMP,REPUBLICAN,625.0,736.0,20191203,TOTAL
2016,TEXAS,TX,BROOKS,48047,PRESIDENT,HILLARY CLINTON,DEMOCRAT,1937.0,2596.0,20191203,TOTAL
2016,TEXAS,TX,BROWN,48049,PRESIDENT,DONALD TRUMP,REPUBLICAN,12017.0,14026.0,20191203,TOTAL
2016,TEXAS,TX,BURLESON,48051,PRESIDENT,DONALD TRUMP,REPUBLICAN,5316.0,6960.0,20191203,TOTAL
2016,TEXAS,TX,BURNET,48053,PRESIDENT,DONALD TRUMP,REPUBLICAN,14638.0,19204.0,20191203,TOTAL
2016,TEXAS,TX,CALDWELL,48055,PRESIDENT,DONALD TRUMP,REPUBLICAN,6691.0,12092.0,20191203,TOTAL
2016,TEXAS,TX,CALHOUN,48057,PRESIDENT,DONALD TRUMP,REPUBLICAN,4638.0,6965.0,20191203,TOTAL
2016,TEXAS,TX,CALLAHAN,48059,PRESIDENT,DONALD TRUMP,REPUBLICAN,4865.0,5579.0,20191203,TOTAL
2016,TEXAS,TX,CAMERON,48061,PRESIDENT,HILLARY CLINTON,DEMOCRAT,59402.0,92079.0,20191203,TOTAL
2016,TEXAS,TX,CAMP,48063,PRESIDENT,DONALD TRUMP,REPUBLICAN,3201.0,4542.0,20191203,TOTAL
2016,TEXAS,TX,CARSON,48065,PRESIDENT,DONALD TRUMP,REPUBLICAN,2620.0,2964.0,20191203,TOTAL
2016,TEXAS,TX,CASS,48067,PRESIDENT,DONALD TRUMP,REPUBLICAN,9726.0,12344.0,20191203,TOTAL
2016,TEXAS,TX,CASTRO,48069,PRESIDENT,DONALD TRUMP,REPUBLICAN,1414.0,1997.0,20191203,TOTAL
2016,TEXAS,TX,CHAMBERS,48071,PRESIDENT,DONALD TRUMP,REPUBLICAN,13339.0,16786.0,20191203,TOTAL
2016,TEXAS,TX,CHEROKEE,48073,PRESIDENT,DONALD TRUMP,REPUBLICAN,12919.0,16790.0,20191203,TOTAL
2016,TEXAS,TX,CHILDRESS,48075,PRESIDENT,DONALD TRUMP,REPUBLICAN,1802.0,2084.0,20191203,TOTAL
2016,TEXAS,TX,CLAY,48077,PRESIDENT,DONALD TRUMP,REPUBLICAN,4377.0,5018.0,20191203,TOTAL
2016,TEXAS,TX,COCHRAN,48079,PRESIDENT,DONALD TRUMP,REPUBLICAN,679.0,901.0,20191203,TOTAL
2016,TEXAS,TX,COKE,48081,PRESIDENT,DONALD TRUMP,REPUBLICAN,1265.0,1423.0,20191203,TOTAL
2016,TEXAS,TX,COLEMAN,48083,PRESIDENT,DONALD TRUMP,REPUBLICAN,3177.0,3643.0,20191203,TOTAL
2016,TEXAS,TX,COLLIN,48085,PRESIDENT,DONALD TRUMP,REPUBLICAN,201014.0,361419.0,20191203,TOTAL
2016,TEXAS,TX,COLLINGSWORTH,48087,PRESIDENT,DONALD TRUMP,REPUBLICAN,983.0,1156.0,20191203,TOTAL
2016,TEXAS,TX,COLORADO,48089,PRESIDENT,DONALD TRUMP,REPUBLICAN,6325.0,8513.0,20191203,TOTAL
2016,TEXAS,TX,COMAL,48091,PRESIDENT,DONALD TRUMP,REPUBLICAN,45136.0,62178.0,20191203,TOTAL
2016,TEXAS,TX,COMANCHE,48093,PRESIDENT,DONALD TRUMP,REPUBLICAN,4333.0,5237.0,20191203,TOTAL
2016,TEXAS,TX,CONCHO,48095,PRESIDENT,DONALD TRUMP,REPUBLICAN,885.0,1068.0,20191203,TOTAL
2016,TEXAS,TX,COOKE,48097,PRESIDENT,DONALD TRUMP,REPUBLICAN,13181.0,15955.0,20191203,TOTAL
2016,TEXAS,TX,CORYELL,48099,PRESIDENT,DONALD TRUMP,REPUBLICAN,12225.0,18253.0,20191203,TOTAL
2016,TEXAS,TX,COTTLE,48101,PRESIDENT,DONALD TRUMP,REPUBLICAN,506.0,612.0,20191203,TOTAL
2016,TEXAS,TX,CRANE,48103,PRESIDENT,DONALD TRUMP,REPUBLICAN,1049.0,1384.0,20191203,TOTAL
2016,TEXAS,TX,CROCKETT,48105,PRESIDENT,DONALD TRUMP,REPUBLICAN,980.0,1395.0,20191203,TOTAL
2016,TEXAS,TX,CROSBY,48107,PRESIDENT,DONALD TRUMP,REPUBLICAN,1181.0,1728.0,20191203,TOTAL
2016,TEXAS,TX,CULBERSON,48109,PRESIDENT,HILLARY CLINTON,DEMOCRAT,454.0,767.0,20191203,TOTAL
2016,TEXAS,TX,DALLAM,48111,PRESIDENT,DONALD TRUMP,REPUBLICAN,1261.0,1544.0,20191203,TOTAL
2016,TEXAS,TX,DALLAS,48113,PRESIDENT,HILLARY CLINTON,DEMOCRAT,461080.0,758973.0,20191203,TOTAL
2016,TEXAS,TX,DAWSON,48115,PRESIDENT,DONALD TRUMP,REPUBLICAN,2636.0,3563.0,20191203,TOTAL
2016,TEXAS,TX,DEAF SMITH,48117,PRESIDENT,DONALD TRUMP,REPUBLICAN,2911.0,4216.0,20191203,TOTAL
2016,TEXAS,TX,DELTA,48119,PRESIDENT,DONALD TRUMP,REPUBLICAN,1836.0,2281.0,20191203,TOTAL
2016,TEXAS,TX,DENTON,48121,PRESIDENT,DONALD TRUMP,REPUBLICAN,170603.0,298645.0,20191203,TOTAL
2016,TEXAS,TX,DEWITT,48123,PRESIDENT,DONALD TRUMP,REPUBLICAN,5519.0,6844.0,20191203,TOTAL
2016,TEXAS,TX,DICKENS,48125,PRESIDENT,DONALD TRUMP,REPUBLICAN,755.0,909.0,20191203,TOTAL
2016,TEXAS,TX,DIMMIT,48127,PRESIDENT,HILLARY CLINTON,DEMOCRAT,2173.0,3225.0,20191203,TOTAL
2016,TEXAS,TX,DONLEY,48129,PRESIDENT,DONALD TRUMP,REPUBLICAN,1225.0,1465.0,20191203,TOTAL
2016,TEXAS,TX,DUVAL,48131,PRESIDENT,HILLARY CLINTON,DEMOCRAT,2783.0,4168.0,20191203,TOTAL
2016,TEXAS,TX,EASTLAND,48133,PRESIDENT,DONALD TRUMP,REPUBLICAN,6011.0,6963.0,20191203,TOTAL
2016,TEXAS,TX,ECTOR,48135,PRESIDENT,DONALD TRUMP,REPUBLICAN,25020.0,36530.0,20191203,TOTAL
2016,TEXAS,TX,EDWARDS,48137,PRESIDENT,DONALD TRUMP,REPUBLICAN,746.0,1073.0,20191203,TOTAL
2016,TEXAS,TX,ELLIS,48139,PRESIDENT,DONALD TRUMP,REPUBLICAN,44941.0,63673.0,20191203,TOTAL
2016,TEXAS,TX,EL PASO,48141,PRESIDENT,HILLARY CLINTON,DEMOCRAT,147843.0,214008.0,20191203,TOTAL
2016,TEXAS,TX,ERATH,48143,PRESIDENT,DONALD TRUMP,REPUBLICAN,11210.0,13893.0,20191203,TOTAL
2016,TEXAS,TX,FALLS,48145,PRESIDENT,DONALD TRUMP,REPUBLICAN,3441.0,5248.0,20191203,TOTAL
2016,TEXAS,TX,FANNIN,48147,PRESIDENT,DONALD TRUMP,REPUBLICAN,9548.0,12044.0,20191203,TOTAL
2016,TEXAS,TX,FAYETTE,48149,PRESIDENT,DONALD TRUMP,REPUBLICAN,8743.0,11174.0,20191203,TOTAL
2016,TEXAS,TX,FISHER,48151,PRESIDENT,DONALD TRUMP,REPUBLICAN,1265.0,1729.0,20191203,TOTAL
2016,TEXAS,TX,FLOYD,48153,PRESIDENT,DONALD TRUMP,REPUBLICAN,1474.0,1959.0,20191203,TOTAL
2016,TEXAS,TX,FOARD,48155,PRESIDENT,DONALD TRUMP,REPUBLICAN,383.0,513.0,20191203,TOTAL
2016,TEXAS,TX,FORT BEND,48157,PRESIDENT,HILLARY CLINTON,DEMOCRAT,134686.0,262066.0,20191203,TOTAL
2016,TEXAS,TX,FRANKLIN,48159,PRESIDENT,DONALD TRUMP,REPUBLICAN,3585.0,4380.0,20191203,TOTAL
2016,TEXAS,TX,FREESTONE,48161,PRESIDENT,DONALD TRUMP,REPUBLICAN,6026.0,7684.0,20191203,TOTAL
2016,TEXAS,TX,FRIO,48163,PRESIDENT,HILLARY CLINTON,DEMOCRAT,2444.0,4400.0,20191203,TOTAL
2016,TEXAS,TX,GAINES,48165,PRESIDENT,DONALD TRUMP,REPUBLICAN,3907.0,4620.0,20191203,TOTAL
2016,TEXAS,TX,GALVESTON,48167,PRESIDENT,DONALD TRUMP,REPUBLICAN,73757.0,122903.0,20191203,TOTAL
2016,TEXAS,TX,GARZA,48169,PRESIDENT,DONALD TRUMP,REPUBLICAN,1225.0,1484.0,20191203,TOTAL
2016,TEXAS,TX,GILLESPIE,48171,PRESIDENT,DONALD TRUMP,REPUBLICAN,10446.0,13214.0,20191203,TOTAL
2016,TEXAS,TX,GLASSCOCK,48173,PRESIDENT,DONALD TRUMP,REPUBLICAN,553.0,604.0,20191203,TOTAL
2016,TEXAS,TX,GOLIAD,48175,PRESIDENT,DONALD TRUMP,REPUBLICAN,2620.0,3708.0,20191203,TOTAL
2016,TEXAS,TX,GONZALES,48177,PRESIDENT,DONALD TRUMP,REPUBLICAN,4587.0,6334.0,20191203,TOTAL
2016,TEXAS,TX,GRAY,48179,PRESIDENT,DONALD TRUMP,REPUBLICAN,6500.0,7405.0,20191203,TOTAL
2016,TEXAS,TX,GRAYSON,48181,PRESIDENT,DONALD TRUMP,REPUBLICAN,35325.0,47416.0,20191203,TOTAL
2016,TEXAS,TX,GREGG,48183,PRESIDENT,DONALD TRUMP,REPUBLICAN,28764.0,41749.0,20191203,TOTAL
2016,TEXAS,TX,GRIMES,48185,PRESIDENT,DONALD TRUMP,REPUBLICAN,7065.0,9533.0,20191203,TOTAL
2016,TEXAS,TX,GUADALUPE,48187,PRESIDENT,DONALD TRUMP,REPUBLICAN,36632.0,57822.0,20191203,TOTAL
2016,TEXAS,TX,HALE,48189,PRESIDENT,DONALD TRUMP,REPUBLICAN,6366.0,8858.0,20191203,TOTAL
2016,TEXAS,TX,HALL,48191,PRESIDENT,DONALD TRUMP,REPUBLICAN,893.0,1091.0,20191203,TOTAL
2016,TEXAS,TX,HAMILTON,48193,PRESIDENT,DONALD TRUMP,REPUBLICAN,3060.0,3620.0,20191203,TOTAL
2016,TEXAS,TX,HANSFORD,48195,PRESIDENT,DONALD TRUMP,REPUBLICAN,1730.0,1947.0,20191203,TOTAL
2016,TEXAS,TX,HARDEMAN,48197,PRESIDENT,DONALD TRUMP,REPUBLICAN,1207.0,1513.0,20191203,TOTAL
2016,TEXAS,TX,HARDIN,48199,PRESIDENT,DONALD TRUMP,REPUBLICAN,19606.0,22780.0,20191203,TOTAL
2016,TEXAS,TX,HARRIS,48201,PRESIDENT,HILLARY CLINTON,DEMOCRAT,707914.0,1312112.0,20191203,TOTAL
2016,TEXAS,TX,HARRISON,48203,PRESIDENT,DONALD TRUMP,REPUBLICAN,18749.0,26548.0,20191203,TOTAL
2016,TEXAS,TX,HARTLEY,48205,PRESIDENT,DONALD TRUMP,REPUBLICAN,1730.0,1952.0,20191203,TOTAL
2016,TEXAS,TX,HASKELL,48207,PRESIDENT,DONALD TRUMP,REPUBLICAN,1403.0,1770.0,20191203,TOTAL
2016,TEXAS,TX,HAYS,48209,PRESIDENT,DONALD TRUMP,REPUBLICAN,33826.0,72164.0,20191203,TOTAL
2016,TEXAS,TX,HEMPHILL,48211,PRESIDENT,DONALD TRUMP,REPUBLICAN,1462.0,1695.0,20191203,TOTAL
2016,TEXAS,TX,HENDERSON,48213,PRESIDENT,DONALD TRUMP,REPUBLICAN,23650.0,30045.0,20191203,TOTAL
2016,TEXAS,TX,HIDALGO,48215,PRESIDENT,HILLARY CLINTON,DEMOCRAT,118809.0,173437.0,20191203,TOTAL
2016,TEXAS,TX,HILL,48217,PRESIDENT,DONALD TRUMP,REPUBLICAN,10108.0,12970.0,20191203,TOTAL
2016,TEXAS,TX,HOCKLEY,48219,PRESIDENT,DONALD TRUMP,REPUBLICAN,5809.0,7311.0,20191203,TOTAL
2016,TEXAS,TX,HOOD,48221,PRESIDENT,DONALD TRUMP,REPUBLICAN,21382.0,26262.0,20191203,TOTAL
2016,TEXAS,TX,HOPKINS,48223,PRESIDENT,DONALD TRUMP,REPUBLICAN,10707.0,13538.0,20191203,TOTAL
2016,TEXAS,TX,HOUSTON,48225,PRESIDENT,DONALD TRUMP,REPUBLICAN,6205.0,8353.0,20191203,TOTAL
2016,TEXAS,TX,HOWARD,48227,PRESIDENT,DONALD TRUMP,REPUBLICAN,6637.0,8723.0,20191203,TOTAL
2016,TEXAS,TX,HUDSPETH,48229,PRESIDENT,DONALD TRUMP,REPUBLICAN,503.0,871.0,20191203,TOTAL
2016,TEXAS,TX,HUNT,48231,PRESIDENT,DONALD TRUMP,REPUBLICAN,23910.0,31554.0,20191203,TOTAL
2016,TEXAS,TX,HUTCHINSON,48233,PRESIDENT,DONALD TRUMP,REPUBLICAN,7042.0,8155.0,20191203,TOTAL
2016,TEXAS,TX,IRION,48235,PRESIDENT,DONALD TRUMP,REPUBLICAN,660.0,766.0,20191203,TOTAL
2016,TEXAS,TX,JACK,48237,PRESIDENT,DONALD TRUMP,REPUBLICAN,2973.0,3350.0,20191203,TOTAL
2016,TEXAS,TX,JACKSON,48239,PRESIDENT,DONALD TRUMP,REPUBLICAN,4266.0,5302.0,20191203,TOTAL
2016,TEXAS,TX,JASPER,48241,PRESIDENT,DONALD TRUMP,REPUBLICAN,10609.0,13419.0,20191203,TOTAL
2016,TEXAS,TX,JEFF DAVIS,48243,PRESIDENT,DONALD TRUMP,REPUBLICAN,695.0,1191.0,20191203,TOTAL
2016,TEXAS,TX,JEFFERSON,48245,PRESIDENT,DONALD TRUMP,REPUBLICAN,42862.0,87618.0,20191203,TOTAL
2016,TEXAS,TX,JIM HOGG,48247,PRESIDENT,HILLARY CLINTON,DEMOCRAT,1635.0,2119.0,20191203,TOTAL
2016,TEXAS,TX,JIM WELLS,48249,PRESIDENT,HILLARY CLINTON,DEMOCRAT,6694.0,12379.0,20191203,TOTAL
2016,TEXAS,TX,JOHNSON,48251,PRESIDENT,DONALD TRUMP,REPUBLICAN,44382.0,57606.0,20191203,TOTAL
2016,TEXAS,TX,JONES,48253,PRESIDENT,DONALD TRUMP,REPUBLICAN,4819.0,5960.0,20191203,TOTAL
2016,TEXAS,TX,KARNES,48255,PRESIDENT,DONALD TRUMP,REPUBLICAN,2965.0,4198.0,20191203,TOTAL
2016,TEXAS,TX,KAUFMAN,48257,PRESIDENT,DONALD TRUMP,REPUBLICAN,29587.0,41265.0,20191203,TOTAL
