year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
2000,ALABAMA,AL,AUTAUGA,01001,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,11993.0,17208.0,20191203,TOTAL
2000,ALABAMA,AL,BALDWIN,01003,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,40872.0,56480.0,20191203,TOTAL
2000,ALABAMA,AL,BARBOUR,01005,PRESIDENT,AL GORE,DEMOCRAT,5188.0,10395.0,20191203,TOTAL
2000,ALABAMA,AL,BIBB,01007,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4273.0,7101.0,20191203,TOTAL
2000,ALABAMA,AL,BLOUNT,01009,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,12667.0,17973.0,20191203,TOTAL
2000,ALABAMA,AL,BULLOCK,01011,PRESIDENT,AL GORE,DEMOCRAT,3395.0,4904.0,20191203,TOTAL
2000,ALABAMA,AL,BUTLER,01013,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4127.0,7803.0,20191203,TOTAL
2000,ALABAMA,AL,CALHOUN,01015,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,22306.0,38909.0,20191203,TOTAL
2000,ALABAMA,AL,CHAMBERS,01017,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6037.0,11834.0,20191203,TOTAL
2000,ALABAMA,AL,CHEROKEE,01019,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4154.0,7823.0,20191203,TOTAL
2000,ALABAMA,AL,CHILTON,01021,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,10066.0,15092.0,20191203,TOTAL
2000,ALABAMA,AL,CHOCTAW,01023,PRESIDENT,AL GORE,DEMOCRAT,3707.0,7374.0,20191203,TOTAL
2000,ALABAMA,AL,CLARKE,01025,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5988.0,10752.0,20191203,TOTAL
2000,ALABAMA,AL,CLAY,01027,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3719.0,5883.0,20191203,TOTAL
2000,ALABAMA,AL,CLEBURNE,01029,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3333.0,5092.0,20191203,TOTAL
2000,ALABAMA,AL,COFFEE,01031,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,9938.0,15434.0,20191203,TOTAL
2000,ALABAMA,AL,COLBERT,01033,PRESIDENT,AL GORE,DEMOCRAT,10543.0,21532.0,20191203,TOTAL
2000,ALABAMA,AL,CONECUH,01035,PRESIDENT,AL GORE,DEMOCRAT,2783.0,5551.0,20191203,TOTAL
2000,ALABAMA,AL,COOSA,01037,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2382.0,4567.0,20191203,TOTAL
2000,ALABAMA,AL,COVINGTON,01039,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8961.0,13613.0,20191203,TOTAL
2000,ALABAMA,AL,CRENSHAW,01041,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2793.0,4795.0,20191203,TOTAL
2000,ALABAMA,AL,CULLMAN,01043,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,19157.0,29525.0,20191203,TOTAL
2000,ALABAMA,AL,DALE,01045,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,10593.0,15806.0,20191203,TOTAL
2000,ALABAMA,AL,DALLAS,01047,PRESIDENT,AL GORE,DEMOCRAT,10967.0,18464.0,20191203,TOTAL
2000,ALABAMA,AL,DEKALB,01049,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,12827.0,20285.0,20191203,TOTAL
2000,ALABAMA,AL,ELMORE,01051,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,16777.0,23804.0,20191203,TOTAL
2000,ALABAMA,AL,ESCAMBIA,01053,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6975.0,11660.0,20191203,TOTAL
2000,ALABAMA,AL,ETOWAH,01055,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,21087.0,39348.0,20191203,TOTAL
2000,ALABAMA,AL,FAYETTE,01057,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4582.0,7808.0,20191203,TOTAL
2000,ALABAMA,AL,FRANKLIN,01059,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6119.0,11103.0,20191203,TOTAL
2000,ALABAMA,AL,GENEVA,01061,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6588.0,9559.0,20191203,TOTAL
2000,ALABAMA,AL,GREENE,01063,PRESIDENT,AL GORE,DEMOCRAT,3504.0,4396.0,20191203,TOTAL
2000,ALABAMA,AL,HALE,01065,PRESIDENT,AL GORE,DEMOCRAT,4652.0,7731.0,20191203,TOTAL
2000,ALABAMA,AL,HENRY,01067,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4054.0,6932.0,20191203,TOTAL
2000,ALABAMA,AL,HOUSTON,01069,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,22150.0,32057.0,20191203,TOTAL
2000,ALABAMA,AL,JACKSON,01071,PRESIDENT,AL GORE,DEMOCRAT,9066.0,17906.0,20191203,TOTAL
2000,ALABAMA,AL,JEFFERSON,01073,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,138491.0,273763.0,20191203,TOTAL
2000,ALABAMA,AL,LAMAR,01075,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4470.0,7249.0,20191203,TOTAL
2000,ALABAMA,AL,LAUDERDALE,01077,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,17478.0,32137.0,20191203,TOTAL
2000,ALABAMA,AL,LAWRENCE,01079,PRESIDENT,AL GORE,DEMOCRAT,6296.0,12185.0,20191203,TOTAL
2000,ALABAMA,AL,LEE,01081,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,22433.0,38264.0,20191203,TOTAL
2000,ALABAMA,AL,LIMESTONE,01083,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,14204.0,23634.0,20191203,TOTAL
2000,ALABAMA,AL,LOWNDES,01085,PRESIDENT,AL GORE,DEMOCRAT,4557.0,6243.0,20191203,TOTAL
2000,ALABAMA,AL,MACON,01087,PRESIDENT,AL GORE,DEMOCRAT,7665.0,8831.0,20191203,TOTAL
2000,ALABAMA,AL,MADISON,01089,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,62151.0,113318.0,20191203,TOTAL
2000,ALABAMA,AL,MARENGO,01091,PRESIDENT,AL GORE,DEMOCRAT,4841.0,9608.0,20191203,TOTAL
2000,ALABAMA,AL,MARION,01093,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6910.0,11756.0,20191203,TOTAL
2000,ALABAMA,AL,MARSHALL,01095,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,17084.0,27989.0,20191203,TOTAL
2000,ALABAMA,AL,MOBILE,01097,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,78162.0,139745.0,20191203,TOTAL
2000,ALABAMA,AL,MONROE,01099,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5153.0,8951.0,20191203,TOTAL
2000,ALABAMA,AL,MONTGOMERY,01101,PRESIDENT,AL GORE,DEMOCRAT,40371.0,80328.0,20191203,TOTAL
2000,ALABAMA,AL,MORGAN,01103,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,25774.0,42681.0,20191203,TOTAL
2000,ALABAMA,AL,PERRY,01105,PRESIDENT,AL GORE,DEMOCRAT,4020.0,5787.0,20191203,TOTAL
2000,ALABAMA,AL,PICKENS,01107,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4306.0,8540.0,20191203,TOTAL
2000,ALABAMA,AL,PIKE,01109,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6058.0,10544.0,20191203,TOTAL
2000,ALABAMA,AL,RANDOLPH,01111,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4666.0,7919.0,20191203,TOTAL
2000,ALABAMA,AL,RUSSELL,01113,PRESIDENT,AL GORE,DEMOCRAT,8396.0,14775.0,20191203,TOTAL
2000,ALABAMA,AL,ST. CLAIR,01115,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,17117.0,24090.0,20191203,TOTAL
2000,ALABAMA,AL,SHELBY,01117,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,47651.0,62128.0,20191203,TOTAL
2000,ALABAMA,AL,SUMTER,01119,PRESIDENT,AL GORE,DEMOCRAT,4415.0,6088.0,20191203,TOTAL
2000,ALABAMA,AL,TALLADEGA,01121,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,13807.0,25451.0,20191203,TOTAL
2000,ALABAMA,AL,TALLAPOOSA,01123,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,9805.0,16253.0,20191203,TOTAL
2000,ALABAMA,AL,TUSCALOOSA,01125,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,34003.0,60114.0,20191203,TOTAL
2000,ALABAMA,AL,WALKER,01127,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,13486.0,25641.0,20191203,TOTAL
2000,ALABAMA,AL,WASHINGTON,01129,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4117.0,7596.0,20191203,TOTAL
2000,ALABAMA,AL,WILCOX,01131,PRESIDENT,AL GORE,DEMOCRAT,3444.0,5126.0,20191203,TOTAL
2000,ALABAMA,AL,WINSTON,01133,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6413.0,9318.0,20191203,TOTAL
2000,ARIZONA,AZ,APACHE,04001,PRESIDENT,AL GORE,DEMOCRAT,13025.0,19456.0,20191203,TOTAL
2000,ARIZONA,AZ,COCHISE,04003,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,18180.0,33241.0,20191203,TOTAL
2000,ARIZONA,AZ,COCONINO,04005,PRESIDENT,AL GORE,DEMOCRAT,20280.0,40883.0,20191203,TOTAL
2000,ARIZONA,AZ,GILA,04007,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,9158.0,17736.0,20191203,TOTAL
2000,ARIZONA,AZ,GRAHAM,04009,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6007.0,9664.0,20191203,TOTAL
2000,ARIZONA,AZ,GREENLEE,04011,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1619.0,2960.0,20191203,TOTAL
2000,ARIZONA,AZ,LA PAZ,04012,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2543.0,4483.0,20191203,TOTAL
2000,ARIZONA,AZ,MARICOPA,04013,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,479967.0,901699.0,20191203,TOTAL
2000,ARIZONA,AZ,MOHAVE,04015,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,24386.0,44141.0,20191203,TOTAL
2000,ARIZONA,AZ,NAVAJO,04017,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,12386.0,25147.0,20191203,TOTAL
2000,ARIZONA,AZ,PIMA,04019,PRESIDENT,AL GORE,DEMOCRAT,147688.0,287640.0,20191203,TOTAL
2000,ARIZONA,AZ,PINAL,04021,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,20122.0,41290.0,20191203,TOTAL
2000,ARIZONA,AZ,SANTA CRUZ,04023,PRESIDENT,AL GORE,DEMOCRAT,5233.0,8893.0,20191203,TOTAL
2000,ARIZONA,AZ,YAVAPAI,04025,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,40144.0,68228.0,20191203,TOTAL
2000,ARIZONA,AZ,YUMA,04027,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,15708.0,28652.0,20191203,TOTAL
2000,ARKANSAS,AR,ARKANSAS,05001,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3353.0,6372.0,20191203,TOTAL
2000,ARKANSAS,AR,ASHLEY,05003,PRESIDENT,AL GORE,DEMOCRAT,4253.0,8271.0,20191203,TOTAL
2000,ARKANSAS,AR,BAXTER,05005,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,9538.0,16708.0,20191203,TOTAL
2000,ARKANSAS,AR,BENTON,05007,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,34838.0,53646.0,20191203,TOTAL
2000,ARKANSAS,AR,BOONE,05009,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8569.0,13635.0,20191203,TOTAL
2000,ARKANSAS,AR,BRADLEY,05011,PRESIDENT,AL GORE,DEMOCRAT,2122.0,3979.0,20191203,TOTAL
2000,ARKANSAS,AR,CALHOUN,05013,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1128.0,2185.0,20191203,TOTAL
2000,ARKANSAS,AR,CARROLL,05015,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5556.0,9590.0,20191203,TOTAL
2000,ARKANSAS,AR,CHICOT,05017,PRESIDENT,AL GORE,DEMOCRAT,2820.0,4452.0,20191203,TOTAL
2000,ARKANSAS,AR,CLARK,05019,PRESIDENT,AL GORE,DEMOCRAT,4661.0,8626.0,20191203,TOTAL
2000,ARKANSAS,AR,CLAY,05021,PRESIDENT,AL GORE,DEMOCRAT,3527.0,5900.0,20191203,TOTAL
2000,ARKANSAS,AR,CLEBURNE,05023,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5730.0,10207.0,20191203,TOTAL
2000,ARKANSAS,AR,CLEVELAND,05025,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1678.0,3181.0,20191203,TOTAL
2000,ARKANSAS,AR,COLUMBIA,05027,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5018.0,9307.0,20191203,TOTAL
2000,ARKANSAS,AR,CONWAY,05029,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3545.0,7234.0,20191203,TOTAL
2000,ARKANSAS,AR,CRAIGHEAD,05031,PRESIDENT,AL GORE,DEMOCRAT,12376.0,25157.0,20191203,TOTAL
2000,ARKANSAS,AR,CRAWFORD,05033,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,10804.0,17625.0,20191203,TOTAL
2000,ARKANSAS,AR,CRITTENDEN,05035,PRESIDENT,AL GORE,DEMOCRAT,7224.0,13234.0,20191203,TOTAL
2000,ARKANSAS,AR,CROSS,05037,PRESIDENT,AL GORE,DEMOCRAT,3096.0,6215.0,20191203,TOTAL
2000,ARKANSAS,AR,DALLAS,05039,PRESIDENT,AL GORE,DEMOCRAT,1710.0,3325.0,20191203,TOTAL
2000,ARKANSAS,AR,DESHA,05041,PRESIDENT,AL GORE,DEMOCRAT,2776.0,4495.0,20191203,TOTAL
2000,ARKANSAS,AR,DREW,05043,PRESIDENT,AL GORE,DEMOCRAT,3060.0,5922.0,20191203,TOTAL
2000,ARKANSAS,AR,FAULKNER,05045,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,16055.0,29216.0,20191203,TOTAL
2000,ARKANSAS,AR,FRANKLIN,05047,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3277.0,6140.0,20191203,TOTAL
2000,ARKANSAS,AR,FULTON,05049,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2036.0,4108.0,20191203,TOTAL
2000,ARKANSAS,AR,GARLAND,05051,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,19098.0,35935.0,20191203,TOTAL
2000,ARKANSAS,AR,GRANT,05053,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3285.0,6013.0,20191203,TOTAL
2000,ARKANSAS,AR,GREENE,05055,PRESIDENT,AL GORE,DEMOCRAT,6319.0,12484.0,20191203,TOTAL
2000,ARKANSAS,AR,HEMPSTEAD,05057,PRESIDENT,AL GORE,DEMOCRAT,3937.0,7289.0,20191203,TOTAL
2000,ARKANSAS,AR,HOT SPRING,05059,PRESIDENT,AL GORE,DEMOCRAT,5527.0,10981.0,20191203,TOTAL
2000,ARKANSAS,AR,HOWARD,05061,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2326.0,4459.0,20191203,TOTAL
2000,ARKANSAS,AR,INDEPENDENCE,05063,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6145.0,11594.0,20191203,TOTAL
2000,ARKANSAS,AR,IZARD,05065,PRESIDENT,AL GORE,DEMOCRAT,2587.0,5032.0,20191203,TOTAL
2000,ARKANSAS,AR,JACKSON,05067,PRESIDENT,AL GORE,DEMOCRAT,3651.0,6072.0,20191203,TOTAL
2000,ARKANSAS,AR,JEFFERSON,05069,PRESIDENT,AL GORE,DEMOCRAT,17716.0,27201.0,20191203,TOTAL
2000,ARKANSAS,AR,JOHNSON,05071,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3657.0,7161.0,20191203,TOTAL
2000,ARKANSAS,AR,LAFAYETTE,05073,PRESIDENT,AL GORE,DEMOCRAT,1806.0,3383.0,20191203,TOTAL
2000,ARKANSAS,AR,LAWRENCE,05075,PRESIDENT,AL GORE,DEMOCRAT,3255.0,6040.0,20191203,TOTAL
2000,ARKANSAS,AR,LEE,05077,PRESIDENT,AL GORE,DEMOCRAT,2727.0,4121.0,20191203,TOTAL
2000,ARKANSAS,AR,LINCOLN,05079,PRESIDENT,AL GORE,DEMOCRAT,1957.0,3546.0,20191203,TOTAL
2000,ARKANSAS,AR,LITTLE RIVER,05081,PRESIDENT,AL GORE,DEMOCRAT,2883.0,5263.0,20191203,TOTAL
2000,ARKANSAS,AR,LOGAN,05083,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4487.0,8096.0,20191203,TOTAL
2000,ARKANSAS,AR,LONOKE,05085,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,10606.0,17943.0,20191203,TOTAL
2000,ARKANSAS,AR,MADISON,05087,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3387.0,5628.0,20191203,TOTAL
2000,ARKANSAS,AR,MARION,05089,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3402.0,6015.0,20191203,TOTAL
2000,ARKANSAS,AR,MILLER,05091,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,7276.0,13745.0,20191203,TOTAL
2000,ARKANSAS,AR,MISSISSIPPI,05093,PRESIDENT,AL GORE,DEMOCRAT,7107.0,12586.0,20191203,TOTAL
2000,ARKANSAS,AR,MONROE,05095,PRESIDENT,AL GORE,DEMOCRAT,1910.0,3293.0,20191203,TOTAL
2000,ARKANSAS,AR,MONTGOMERY,05097,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2128.0,3739.0,20191203,TOTAL
2000,ARKANSAS,AR,NEVADA,05099,PRESIDENT,AL GORE,DEMOCRAT,1867.0,3738.0,20191203,TOTAL
2000,ARKANSAS,AR,NEWTON,05101,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2529.0,3927.0,20191203,TOTAL
2000,ARKANSAS,AR,OUACHITA,05103,PRESIDENT,AL GORE,DEMOCRAT,5464.0,10395.0,20191203,TOTAL
2000,ARKANSAS,AR,PERRY,05105,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2114.0,4007.0,20191203,TOTAL
2000,ARKANSAS,AR,PHILLIPS,05107,PRESIDENT,AL GORE,DEMOCRAT,6018.0,9313.0,20191203,TOTAL
2000,ARKANSAS,AR,PIKE,05109,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2275.0,3971.0,20191203,TOTAL
2000,ARKANSAS,AR,POINSETT,05111,PRESIDENT,AL GORE,DEMOCRAT,4102.0,7235.0,20191203,TOTAL
2000,ARKANSAS,AR,POLK,05113,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4600.0,7193.0,20191203,TOTAL
2000,ARKANSAS,AR,POPE,05115,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,11244.0,18422.0,20191203,TOTAL
2000,ARKANSAS,AR,PRAIRIE,05117,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1862.0,3507.0,20191203,TOTAL
2000,ARKANSAS,AR,PULASKI,05119,PRESIDENT,AL GORE,DEMOCRAT,68320.0,127151.0,20191203,TOTAL
2000,ARKANSAS,AR,RANDOLPH,05121,PRESIDENT,AL GORE,DEMOCRAT,3019.0,5877.0,20191203,TOTAL
2000,ARKANSAS,AR,ST. FRANCIS,05123,PRESIDENT,AL GORE,DEMOCRAT,4986.0,8496.0,20191203,TOTAL
2000,ARKANSAS,AR,SALINE,05125,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,18617.0,32391.0,20191203,TOTAL
2000,ARKANSAS,AR,SCOTT,05127,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2399.0,3981.0,20191203,TOTAL
2000,ARKANSAS,AR,SEARCY,05129,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2610.0,4058.0,20191203,TOTAL
2000,ARKANSAS,AR,SEBASTIAN,05131,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,23483.0,40159.0,20191203,TOTAL
2000,ARKANSAS,AR,SEVIER,05133,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2111.0,4293.0,20191203,TOTAL
2000,ARKANSAS,AR,SHARP,05135,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3698.0,7126.0,20191203,TOTAL
2000,ARKANSAS,AR,STONE,05137,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2623.0,4860.0,20191203,TOTAL
2000,ARKANSAS,AR,UNION,05139,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8647.0,15609.0,20191203,TOTAL
2000,ARKANSAS,AR,VAN BUREN,05141,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3485.0,6984.0,20191203,TOTAL
2000,ARKANSAS,AR,WASHINGTON,05143,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,28231.0,51459.0,20191203,TOTAL
2000,ARKANSAS,AR,WHITE,05145,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,13170.0,22150.0,20191203,TOTAL
2000,ARKANSAS,AR,WOODRUFF,05147,PRESIDENT,AL GORE,DEMOCRAT,1699.0,2651.0,20191203,TOTAL
2000,ARKANSAS,AR,YELL,05149,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3223.0,6479.0,20191203,TOTAL
2000,CALIFORNIA,CA,ALAMEDA,06001,PRESIDENT,AL GORE,DEMOCRAT,342889.0,494336.0,20191203,TOTAL
2000,CALIFORNIA,CA,ALPINE,06003,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,281.0,586.0,20191203,TOTAL
2000,CALIFORNIA,CA,AMADOR,06005,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8766.0,15464.0,20191203,TOTAL
2000,CALIFORNIA,CA,BUTTE,06007,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,45584.0,83721.0,20191203,TOTAL
2000,CALIFORNIA,CA,CALAVERAS,06009,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,10599.0,18876.0,20191203,TOTAL
2000,CALIFORNIA,CA,COLUSA,06011,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3629.0,5590.0,20191203,TOTAL
2000,CALIFORNIA,CA,CONTRA COSTA,06013,PRESIDENT,AL GORE,DEMOCRAT,224338.0,381478.0,20191203,TOTAL
2000,CALIFORNIA,CA,DEL NORTE,06015,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4526.0,8294.0,20191203,TOTAL
2000,CALIFORNIA,CA,EL DORADO,06017,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,42045.0,72136.0,20191203,TOTAL
2000,CALIFORNIA,CA,FRESNO,06019,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,117342.0,220835.0,20191203,TOTAL
2000,CALIFORNIA,CA,GLENN,06021,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5795.0,8711.0,20191203,TOTAL
2000,CALIFORNIA,CA,HUMBOLDT,06023,PRESIDENT,AL GORE,DEMOCRAT,24851.0,55972.0,20191203,TOTAL
2000,CALIFORNIA,CA,IMPERIAL,06025,PRESIDENT,AL GORE,DEMOCRAT,15489.0,28937.0,20191203,TOTAL
2000,CALIFORNIA,CA,INYO,06027,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4713.0,7815.0,20191203,TOTAL
2000,CALIFORNIA,CA,KERN,06029,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,110663.0,182308.0,20191203,TOTAL
2000,CALIFORNIA,CA,KINGS,06031,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,16377.0,28335.0,20191203,TOTAL
2000,CALIFORNIA,CA,LAKE,06033,PRESIDENT,AL GORE,DEMOCRAT,10717.0,20919.0,20191203,TOTAL
2000,CALIFORNIA,CA,LASSEN,06035,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,7080.0,10586.0,20191203,TOTAL
2000,CALIFORNIA,CA,LOS ANGELES,06037,PRESIDENT,AL GORE,DEMOCRAT,1710505.0,2695154.0,20191203,TOTAL
2000,CALIFORNIA,CA,MADERA,06039,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,20283.0,33395.0,20191203,TOTAL
2000,CALIFORNIA,CA,MARIN,06041,PRESIDENT,AL GORE,DEMOCRAT,79135.0,123155.0,20191203,TOTAL
2000,CALIFORNIA,CA,MARIPOSA,06043,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4727.0,8074.0,20191203,TOTAL
2000,CALIFORNIA,CA,MENDOCINO,06045,PRESIDENT,AL GORE,DEMOCRAT,16634.0,34410.0,20191203,TOTAL
2000,CALIFORNIA,CA,MERCED,06047,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,26102.0,50418.0,20191203,TOTAL
2000,CALIFORNIA,CA,MODOC,06049,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2969.0,4107.0,20191203,TOTAL
2000,CALIFORNIA,CA,MONO,06051,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2296.0,4371.0,20191203,TOTAL
2000,CALIFORNIA,CA,MONTEREY,06053,PRESIDENT,AL GORE,DEMOCRAT,67618.0,117534.0,20191203,TOTAL
2000,CALIFORNIA,CA,NAPA,06055,PRESIDENT,AL GORE,DEMOCRAT,28097.0,51724.0,20191203,TOTAL
2000,CALIFORNIA,CA,NEVADA,06057,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,25998.0,47479.0,20191203,TOTAL
2000,CALIFORNIA,CA,ORANGE,06059,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,541299.0,970905.0,20191203,TOTAL
2000,CALIFORNIA,CA,PLACER,06061,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,69835.0,117799.0,20191203,TOTAL
2000,CALIFORNIA,CA,PLUMAS,06063,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6343.0,10401.0,20191203,TOTAL
2000,CALIFORNIA,CA,RIVERSIDE,06065,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,231955.0,451127.0,20191203,TOTAL
2000,CALIFORNIA,CA,SACRAMENTO,06067,PRESIDENT,AL GORE,DEMOCRAT,212792.0,431550.0,20191203,TOTAL
2000,CALIFORNIA,CA,SAN BENITO,06069,PRESIDENT,AL GORE,DEMOCRAT,9131.0,16831.0,20191203,TOTAL
2000,CALIFORNIA,CA,SAN BERNARDINO,06071,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,221757.0,454893.0,20191203,TOTAL
2000,CALIFORNIA,CA,SAN DIEGO,06073,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,475736.0,958634.0,20191203,TOTAL
2000,CALIFORNIA,CA,SAN FRANCISCO,06075,PRESIDENT,AL GORE,DEMOCRAT,241578.0,319786.0,20191203,TOTAL
2000,CALIFORNIA,CA,SAN JOAQUIN,06077,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,81773.0,167239.0,20191203,TOTAL
2000,CALIFORNIA,CA,SAN LUIS OBISPO,06079,PRESIDENT,GEORGE W. BUSH,REPUBLICAN,56859.0,108886.0,20191203,TOTAL
2000,CALIFORNIA,CA,SAN MATEO,06081,PRESIDENT,AL GORE,DEMOCRAT,166757.0,259399.0,20191203,TOTAL
